#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
EPAS1	BHLHE41	9606.ENSP00000263734	9606.ENSP00000242728	0	0	0	0	0.105	0	0	0.605	0.631
EPAS1	BHLHE40	9606.ENSP00000263734	9606.ENSP00000256495	0	0	0	0	0.103	0	0	0.372	0.413
EPAS1	NPAS2	9606.ENSP00000263734	9606.ENSP00000338283	0	0	0	0.584	0.081	0.284	0	0.162	0.400
EPAS1	CLOCK	9606.ENSP00000263734	9606.ENSP00000426983	0	0	0	0.583	0.049	0.284	0	0.195	0.404
EPAS1	SREBF1	9606.ENSP00000263734	9606.ENSP00000348069	0	0	0	0	0.060	0	0	0.398	0.410
EPAS1	MYCN	9606.ENSP00000263734	9606.ENSP00000281043	0	0	0	0	0	0	0	0.426	0.426
EPAS1	MITF	9606.ENSP00000263734	9606.ENSP00000391803	0	0	0	0	0.080	0.182	0	0.346	0.465
EPAS1	USF1	9606.ENSP00000263734	9606.ENSP00000357000	0	0	0	0	0	0.041	0	0.510	0.510
EPAS1	NCOA1	9606.ENSP00000263734	9606.ENSP00000385216	0	0	0	0.553	0.043	0.284	0	0.442	0.584
EPAS1	NCOA2	9606.ENSP00000263734	9606.ENSP00000399968	0	0	0	0.554	0.043	0.284	0	0.443	0.585
EPAS1	ARNTL2	9606.ENSP00000263734	9606.ENSP00000266503	0	0	0	0.622	0	0.589	0	0.178	0.648
EPAS1	MAX	9606.ENSP00000263734	9606.ENSP00000351490	0	0	0	0	0.090	0.294	0	0.575	0.704
EPAS1	ARNTL	9606.ENSP00000263734	9606.ENSP00000384517	0	0	0	0.620	0.045	0.716	0	0.738	0.922
EPAS1	MYC	9606.ENSP00000263734	9606.ENSP00000478887	0	0	0	0	0.074	0.052	0	0.929	0.932
EPAS1	HIF3A	9606.ENSP00000263734	9606.ENSP00000366898	0	0	0.064	0.860	0.086	0.301	0.800	0.984	0.997
EPAS1	HIF1A	9606.ENSP00000263734	9606.ENSP00000437955	0	0	0	0.900	0.106	0.331	0.900	0.984	0.998
EPAS1	ARNT2	9606.ENSP00000263734	9606.ENSP00000307479	0	0	0	0.601	0.064	0.704	0.900	0.952	0.998
EPAS1	ARNT	9606.ENSP00000263734	9606.ENSP00000351407	0	0	0	0.592	0.062	0.994	0.900	0.990	0.999
FERD3L	TCF3	9606.ENSP00000275461	9606.ENSP00000262965	0	0	0	0	0.049	0.676	0	0.091	0.696
FERD3L	TCF4	9606.ENSP00000275461	9606.ENSP00000381382	0	0	0	0	0.049	0.808	0	0.104	0.822
FERD3L	TCF12	9606.ENSP00000275461	9606.ENSP00000388940	0	0	0	0	0.049	0.809	0	0.207	0.844
FIGLA	MLX	9606.ENSP00000333097	9606.ENSP00000246912	0	0	0	0	0	0	0	0.426	0.426
FIGLA	TCF23	9606.ENSP00000333097	9606.ENSP00000296096	0	0	0	0	0	0.547	0	0.206	0.625
FIGLA	TCF12	9606.ENSP00000333097	9606.ENSP00000388940	0	0	0	0	0.049	0.345	0	0.117	0.402
FIGLA	ID4	9606.ENSP00000333097	9606.ENSP00000367972	0	0	0	0	0	0.490	0	0.117	0.531
FIGLA	TCF4	9606.ENSP00000333097	9606.ENSP00000381382	0	0	0	0	0.049	0.536	0	0.106	0.571
FIGLA	SOHLH2	9606.ENSP00000333097	9606.ENSP00000369210	0	0	0	0	0	0	0	0.734	0.734
FIGLA	SOHLH1	9606.ENSP00000333097	9606.ENSP00000404438	0	0	0	0	0.111	0	0	0.943	0.947
HAND1	HEY2	9606.ENSP00000231121	9606.ENSP00000357348	0	0	0	0	0.048	0.331	0	0.203	0.448
HAND1	TCF3	9606.ENSP00000231121	9606.ENSP00000262965	0	0	0	0	0.049	0.549	0	0.171	0.613
HAND2	MYOG	9606.ENSP00000352565	9606.ENSP00000241651	0	0	0	0	0.083	0.067	0	0.587	0.616
HAND2	TWIST1	9606.ENSP00000352565	9606.ENSP00000242261	0	0	0	0.683	0.090	0.058	0	0.516	0.549
HAND2	MYOD1	9606.ENSP00000352565	9606.ENSP00000250003	0	0	0	0	0.050	0.084	0	0.668	0.686
HAND2	TCF3	9606.ENSP00000352565	9606.ENSP00000262965	0	0	0	0	0.049	0.671	0	0.546	0.846
HAND2	MYCN	9606.ENSP00000352565	9606.ENSP00000281043	0	0	0	0	0.049	0.161	0	0.406	0.484
HAND2	MESP1	9606.ENSP00000352565	9606.ENSP00000300057	0	0	0	0	0	0	0	0.701	0.701
HAND2	HEY1	9606.ENSP00000352565	9606.ENSP00000338272	0	0	0	0	0	0.095	0	0.572	0.596
HAND2	HEY2	9606.ENSP00000352565	9606.ENSP00000357348	0	0	0	0	0	0.095	0	0.462	0.492
HAND2	TCF12	9606.ENSP00000352565	9606.ENSP00000388940	0	0	0	0	0.049	0.589	0	0.179	0.651
HAND2	TCF4	9606.ENSP00000352565	9606.ENSP00000381382	0	0	0	0	0.052	0.672	0	0.211	0.734
HELT	ASCL1	9606.ENSP00000426033	9606.ENSP00000266744	0	0	0	0	0.083	0.094	0	0.624	0.660
HELT	TAL2	9606.ENSP00000426033	9606.ENSP00000334547	0	0	0	0	0.194	0.094	0	0.503	0.606
HES1	NEUROD1	9606.ENSP00000232424	9606.ENSP00000295108	0	0	0	0	0.055	0.064	0	0.384	0.408
HES1	ASCL2	9606.ENSP00000232424	9606.ENSP00000332293	0	0	0	0	0.075	0.189	0	0.339	0.461
HES1	NHLH2	9606.ENSP00000232424	9606.ENSP00000358519	0	0	0	0	0.107	0.331	0	0.217	0.491
HES1	ID1	9606.ENSP00000232424	9606.ENSP00000365280	0	0	0	0	0.266	0.055	0	0.327	0.493
HES1	MYC	9606.ENSP00000232424	9606.ENSP00000478887	0	0	0	0	0.068	0.292	0	0.326	0.517
HES1	HES6	9606.ENSP00000232424	9606.ENSP00000272937	0	0	0.083	0.749	0	0.452	0	0.161	0.542
HES1	HEYL	9606.ENSP00000232424	9606.ENSP00000361943	0	0	0	0.672	0.063	0	0.500	0.181	0.583
HES1	ATOH1	9606.ENSP00000232424	9606.ENSP00000302216	0	0	0	0	0	0.084	0	0.625	0.642
HES1	ASCL1	9606.ENSP00000232424	9606.ENSP00000266744	0	0	0	0	0.089	0.345	0	0.568	0.720
HES1	PTF1A	9606.ENSP00000232424	9606.ENSP00000365687	0	0	0	0	0.074	0.094	0	0.715	0.740
HES1	HEY2	9606.ENSP00000232424	9606.ENSP00000357348	0	0	0	0.694	0.066	0.292	0.500	0.480	0.805
HES1	HEY1	9606.ENSP00000232424	9606.ENSP00000338272	0	0	0	0.675	0.100	0.785	0.500	0.261	0.919
HES1	HES5	9606.ENSP00000232424	9606.ENSP00000367714	0	0	0	0.777	0.074	0.071	0.900	0.189	0.920
HES1	NEUROG3	9606.ENSP00000232424	9606.ENSP00000242462	0	0	0	0	0.055	0.064	0.900	0.716	0.971
HES3	ASCL1	9606.ENSP00000367130	9606.ENSP00000266744	0	0	0	0	0	0.094	0	0.416	0.449
HES3	HES6	9606.ENSP00000367130	9606.ENSP00000272937	0	0	0	0	0	0	0	0.569	0.569
HES3	NHLH1	9606.ENSP00000367130	9606.ENSP00000302189	0	0	0	0	0	0.094	0	0.461	0.491
HES3	HEY1	9606.ENSP00000367130	9606.ENSP00000338272	0	0	0	0	0	0	0	0.557	0.557
HES3	HEYL	9606.ENSP00000367130	9606.ENSP00000361943	0	0	0	0	0	0	0	0.599	0.599
HES4	ASCL1	9606.ENSP00000393198	9606.ENSP00000266744	0	0	0	0	0.081	0.189	0	0.314	0.445
HES4	ASCL2	9606.ENSP00000393198	9606.ENSP00000332293	0	0	0	0	0.101	0.189	0	0.275	0.425
HES5	HES1	9606.ENSP00000367714	9606.ENSP00000232424	0	0	0	0.777	0.074	0.071	0.900	0.189	0.920
HES5	ID2	9606.ENSP00000367714	9606.ENSP00000234091	0	0	0	0	0.042	0	0	0.504	0.504
HES5	NEUROD4	9606.ENSP00000367714	9606.ENSP00000242994	0	0	0	0	0.072	0	0	0.477	0.493
HES5	TCF15	9606.ENSP00000367714	9606.ENSP00000246080	0	0	0	0	0.042	0.075	0	0.541	0.557
HES5	ASCL1	9606.ENSP00000367714	9606.ENSP00000266744	0	0	0	0	0.086	0.094	0	0.696	0.726
HES5	HES6	9606.ENSP00000367714	9606.ENSP00000272937	0	0	0	0	0.062	0.071	0	0.646	0.664
HES5	NEUROD1	9606.ENSP00000367714	9606.ENSP00000295108	0	0	0	0	0.048	0	0	0.596	0.598
HES5	NEUROD6	9606.ENSP00000367714	9606.ENSP00000297142	0	0	0	0	0.067	0	0	0.419	0.434
HES5	MESP1	9606.ENSP00000367714	9606.ENSP00000300057	0	0	0	0	0.042	0.075	0	0.555	0.571
HES5	NHLH1	9606.ENSP00000367714	9606.ENSP00000302189	0	0	0	0	0.056	0.075	0	0.403	0.433
HES5	ATOH1	9606.ENSP00000367714	9606.ENSP00000302216	0	0	0	0	0.047	0	0	0.706	0.707
HES5	NEUROD2	9606.ENSP00000367714	9606.ENSP00000306754	0	0	0	0	0.042	0	0	0.416	0.416
HES5	NEUROG2	9606.ENSP00000367714	9606.ENSP00000317333	0	0	0	0	0.072	0	0	0.626	0.638
HES5	NEUROG1	9606.ENSP00000367714	9606.ENSP00000317580	0	0	0	0	0.056	0	0	0.583	0.590
HES5	OLIG2	9606.ENSP00000367714	9606.ENSP00000331040	0	0	0	0	0.067	0	0	0.671	0.679
HES5	MESP2	9606.ENSP00000367714	9606.ENSP00000342392	0	0	0	0	0.042	0.074	0	0.605	0.618
HES5	ATOH7	9606.ENSP00000367714	9606.ENSP00000362777	0	0	0	0	0.050	0	0	0.398	0.403
HES5	ID1	9606.ENSP00000367714	9606.ENSP00000365280	0	0	0	0	0.061	0	0	0.546	0.555
HES5	OLIG1	9606.ENSP00000367714	9606.ENSP00000371785	0	0	0	0	0.061	0	0	0.570	0.578
HES5	ID4	9606.ENSP00000367714	9606.ENSP00000367972	0	0	0	0	0.073	0	0	0.590	0.604
HES6	HES1	9606.ENSP00000272937	9606.ENSP00000232424	0	0	0.083	0.749	0	0.452	0	0.161	0.542
HES6	NEUROG3	9606.ENSP00000272937	9606.ENSP00000242462	0	0	0	0	0	0.302	0	0.253	0.457
HES6	ASCL1	9606.ENSP00000272937	9606.ENSP00000266744	0	0	0	0	0.074	0.094	0	0.821	0.837
HES6	NHLH1	9606.ENSP00000272937	9606.ENSP00000302189	0	0	0	0	0.060	0.094	0	0.368	0.415
HES6	ATOH1	9606.ENSP00000272937	9606.ENSP00000302216	0	0	0	0	0	0.084	0	0.399	0.426
HES6	NEUROG2	9606.ENSP00000272937	9606.ENSP00000317333	0	0	0	0	0.059	0.046	0	0.452	0.465
HES6	NEUROD1	9606.ENSP00000272937	9606.ENSP00000295108	0	0	0	0	0	0.046	0	0.507	0.509
HES6	HES3	9606.ENSP00000272937	9606.ENSP00000367130	0	0	0	0	0	0	0	0.569	0.569
HES6	HES5	9606.ENSP00000272937	9606.ENSP00000367714	0	0	0	0	0.062	0.071	0	0.646	0.664
HES6	MSC	9606.ENSP00000272937	9606.ENSP00000321445	0	0	0	0	0	0.094	0	0.807	0.817
HES7	MESP2	9606.ENSP00000446205	9606.ENSP00000342392	0	0	0	0	0.044	0.094	0	0.564	0.589
HEY1	HES1	9606.ENSP00000338272	9606.ENSP00000232424	0	0	0	0.675	0.100	0.785	0.500	0.261	0.919
HEY1	MYOG	9606.ENSP00000338272	9606.ENSP00000241651	0	0	0	0	0	0.069	0	0.416	0.433
HEY1	MYOD1	9606.ENSP00000338272	9606.ENSP00000250003	0	0	0	0	0	0.312	0	0.417	0.582
HEY1	ASCL1	9606.ENSP00000338272	9606.ENSP00000266744	0	0	0	0	0.066	0.094	0	0.456	0.499
HEY1	ATOH1	9606.ENSP00000338272	9606.ENSP00000302216	0	0	0	0	0	0.084	0	0.428	0.454
HEY1	USF1	9606.ENSP00000338272	9606.ENSP00000357000	0	0	0	0	0	0	0	0.409	0.409
HEY1	HIF1A	9606.ENSP00000338272	9606.ENSP00000437955	0	0	0	0	0.060	0	0	0.421	0.433
HEY1	MYC	9606.ENSP00000338272	9606.ENSP00000478887	0	0	0	0	0.061	0	0	0.478	0.489
HEY1	TCF12	9606.ENSP00000338272	9606.ENSP00000388940	0	0	0	0	0	0.104	0	0.505	0.537
HEY1	HES3	9606.ENSP00000338272	9606.ENSP00000367130	0	0	0	0	0	0	0	0.557	0.557
HEY1	HAND2	9606.ENSP00000338272	9606.ENSP00000352565	0	0	0	0	0	0.095	0	0.572	0.596
HEY1	NCOA2	9606.ENSP00000338272	9606.ENSP00000399968	0	0	0	0	0	0.089	0	0.669	0.686
HEY1	ID1	9606.ENSP00000338272	9606.ENSP00000365280	0	0	0	0	0.088	0.055	0	0.759	0.774
HEY1	HEYL	9606.ENSP00000338272	9606.ENSP00000361943	0	0	0.074	0.872	0.049	0	0.900	0.473	0.947
HEY1	HEY2	9606.ENSP00000338272	9606.ENSP00000357348	0	0	0	0.933	0.085	0.828	0.900	0.394	0.989
HEY2	HAND1	9606.ENSP00000357348	9606.ENSP00000231121	0	0	0	0	0.048	0.331	0	0.203	0.448
HEY2	HES1	9606.ENSP00000357348	9606.ENSP00000232424	0	0	0	0.694	0.066	0.292	0.500	0.480	0.805
HEY2	ASCL1	9606.ENSP00000357348	9606.ENSP00000266744	0	0	0	0	0.057	0.094	0	0.620	0.647
HEY2	ATOH1	9606.ENSP00000357348	9606.ENSP00000302216	0	0	0	0	0	0.084	0	0.419	0.445
HEY2	HEY1	9606.ENSP00000357348	9606.ENSP00000338272	0	0	0	0.933	0.085	0.828	0.900	0.394	0.989
HEY2	ARNT	9606.ENSP00000357348	9606.ENSP00000351407	0	0	0	0	0	0.268	0	0.513	0.629
HEY2	HAND2	9606.ENSP00000357348	9606.ENSP00000352565	0	0	0	0	0	0.095	0	0.462	0.492
HEY2	HEYL	9606.ENSP00000357348	9606.ENSP00000361943	0	0	0	0.872	0.099	0	0.900	0.167	0.918
HEYL	HES1	9606.ENSP00000361943	9606.ENSP00000232424	0	0	0	0.672	0.063	0	0.500	0.181	0.583
HEYL	MYOD1	9606.ENSP00000361943	9606.ENSP00000250003	0	0	0	0	0.048	0.069	0	0.380	0.402
HEYL	HEY1	9606.ENSP00000361943	9606.ENSP00000338272	0	0	0.074	0.872	0.049	0	0.900	0.473	0.947
HEYL	HEY2	9606.ENSP00000361943	9606.ENSP00000357348	0	0	0	0.872	0.099	0	0.900	0.167	0.918
HEYL	HES3	9606.ENSP00000361943	9606.ENSP00000367130	0	0	0	0	0	0	0	0.599	0.599
HIF1A	TWIST1	9606.ENSP00000437955	9606.ENSP00000242261	0	0	0	0	0.048	0.226	0.400	0.601	0.799
HIF1A	BHLHE41	9606.ENSP00000437955	9606.ENSP00000242728	0	0	0	0	0	0.292	0	0.648	0.740
HIF1A	MYOD1	9606.ENSP00000437955	9606.ENSP00000250003	0	0	0	0	0	0	0	0.598	0.598
HIF1A	BHLHE40	9606.ENSP00000437955	9606.ENSP00000256495	0	0	0	0	0.060	0	0	0.523	0.533
HIF1A	TCF3	9606.ENSP00000437955	9606.ENSP00000262965	0	0	0	0	0	0.081	0	0.540	0.559
HIF1A	EPAS1	9606.ENSP00000437955	9606.ENSP00000263734	0	0	0	0.900	0.106	0.331	0.900	0.984	0.998
HIF1A	ARNTL2	9606.ENSP00000437955	9606.ENSP00000266503	0	0	0	0.616	0.055	0.284	0	0.462	0.604
HIF1A	MYCN	9606.ENSP00000437955	9606.ENSP00000281043	0	0	0	0	0	0	0	0.528	0.528
HIF1A	SIM2	9606.ENSP00000437955	9606.ENSP00000290399	0	0	0	0.762	0	0	0	0.444	0.444
HIF1A	ARNT2	9606.ENSP00000437955	9606.ENSP00000307479	0	0	0	0.591	0.086	0.694	0.900	0.984	0.999
HIF1A	TFE3	9606.ENSP00000437955	9606.ENSP00000314129	0	0	0	0	0.056	0.087	0	0.389	0.428
HIF1A	MXI1	9606.ENSP00000437955	9606.ENSP00000331152	0	0	0	0	0.066	0.045	0	0.659	0.670
HIF1A	HEY1	9606.ENSP00000437955	9606.ENSP00000338272	0	0	0	0	0.060	0	0	0.421	0.433
HIF1A	SREBF1	9606.ENSP00000437955	9606.ENSP00000348069	0	0	0	0	0.056	0	0	0.602	0.608
HIF1A	ARNT	9606.ENSP00000437955	9606.ENSP00000351407	0	0	0	0.584	0.093	0.999	0.900	0.990	0.999
HIF1A	MAX	9606.ENSP00000437955	9606.ENSP00000351490	0	0	0	0	0.105	0.294	0	0.258	0.491
HIF1A	TFEB	9606.ENSP00000437955	9606.ENSP00000351742	0	0	0	0	0	0.061	0	0.491	0.502
HIF1A	SREBF2	9606.ENSP00000437955	9606.ENSP00000354476	0	0	0	0	0	0	0	0.449	0.449
HIF1A	USF1	9606.ENSP00000437955	9606.ENSP00000357000	0	0	0	0	0	0.041	0	0.616	0.616
HIF1A	SIM1	9606.ENSP00000437955	9606.ENSP00000358210	0	0	0	0.715	0	0	0	0.453	0.453
HIF1A	NCOA3	9606.ENSP00000437955	9606.ENSP00000361066	0	0	0.116	0.552	0.049	0.284	0	0.243	0.483
HIF1A	ID3	9606.ENSP00000437955	9606.ENSP00000363689	0	0	0	0	0.042	0	0	0.461	0.461
HIF1A	ID1	9606.ENSP00000437955	9606.ENSP00000365280	0	0	0	0	0.049	0	0	0.437	0.441
HIF1A	HIF3A	9606.ENSP00000437955	9606.ENSP00000366898	0	0	0	0.874	0	0.516	0.400	0.984	0.994
HIF1A	TCF4	9606.ENSP00000437955	9606.ENSP00000381382	0	0	0	0	0.050	0.081	0	0.398	0.428
HIF1A	ARNTL	9606.ENSP00000437955	9606.ENSP00000384517	0	0	0	0.623	0	0.749	0	0.860	0.963
HIF1A	NCOA1	9606.ENSP00000437955	9606.ENSP00000385216	0	0	0	0.554	0.062	0.471	0	0.687	0.831
HIF1A	MITF	9606.ENSP00000437955	9606.ENSP00000391803	0	0	0	0	0.044	0.095	0	0.487	0.517
HIF1A	NCOA2	9606.ENSP00000437955	9606.ENSP00000399968	0	0	0	0.554	0.047	0.284	0	0.528	0.649
HIF1A	CLOCK	9606.ENSP00000437955	9606.ENSP00000426983	0	0	0	0.580	0	0.284	0	0.243	0.434
HIF1A	MYC	9606.ENSP00000437955	9606.ENSP00000478887	0	0	0	0	0.091	0.435	0.400	0.982	0.993
HIF3A	EPAS1	9606.ENSP00000366898	9606.ENSP00000263734	0	0	0.064	0.860	0.086	0.301	0.800	0.984	0.997
HIF3A	ARNTL2	9606.ENSP00000366898	9606.ENSP00000266503	0	0	0	0.600	0	0.284	0	0.211	0.411
HIF3A	ARNT2	9606.ENSP00000366898	9606.ENSP00000307479	0	0	0	0.592	0.077	0.464	0	0.957	0.977
HIF3A	ARNT	9606.ENSP00000366898	9606.ENSP00000351407	0	0	0	0.591	0.077	0.792	0.500	0.990	0.999
HIF3A	ARNTL	9606.ENSP00000366898	9606.ENSP00000384517	0	0	0	0.594	0	0.284	0	0.470	0.604
HIF3A	HIF1A	9606.ENSP00000366898	9606.ENSP00000437955	0	0	0	0.874	0	0.516	0.400	0.984	0.994
ID1	MYF5	9606.ENSP00000365280	9606.ENSP00000228644	0	0	0	0	0	0.410	0	0.230	0.526
ID1	HES1	9606.ENSP00000365280	9606.ENSP00000232424	0	0	0	0	0.266	0.055	0	0.327	0.493
ID1	ID2	9606.ENSP00000365280	9606.ENSP00000234091	0	0	0.066	0.881	0.115	0	0	0.462	0.516
ID1	MYOG	9606.ENSP00000365280	9606.ENSP00000241651	0	0	0	0	0	0.595	0	0.296	0.702
ID1	MYOD1	9606.ENSP00000365280	9606.ENSP00000250003	0	0	0	0	0	0.832	0	0.692	0.946
ID1	TCF3	9606.ENSP00000365280	9606.ENSP00000262965	0	0	0	0	0.066	0.898	0	0.739	0.973
ID1	LYL1	9606.ENSP00000365280	9606.ENSP00000264824	0	0	0	0	0	0.125	0.500	0.187	0.613
ID1	MSGN1	9606.ENSP00000365280	9606.ENSP00000281047	0	0	0	0	0	0.518	0	0.057	0.526
ID1	HEY1	9606.ENSP00000365280	9606.ENSP00000338272	0	0	0	0	0.088	0.055	0	0.759	0.774
ID1	NHLH2	9606.ENSP00000365280	9606.ENSP00000358519	0	0	0	0	0	0.523	0	0.096	0.551
ID1	ID3	9606.ENSP00000365280	9606.ENSP00000363689	0	0	0	0.859	0.402	0.091	0.750	0.167	0.871
ID1	TWIST2	9606.ENSP00000365280	9606.ENSP00000482581	0	0	0	0	0.107	0	0	0.397	0.439
ID1	HIF1A	9606.ENSP00000365280	9606.ENSP00000437955	0	0	0	0	0.049	0	0	0.437	0.441
ID1	HES5	9606.ENSP00000365280	9606.ENSP00000367714	0	0	0	0	0.061	0	0	0.546	0.555
ID1	ASCL3	9606.ENSP00000365280	9606.ENSP00000435770	0	0	0	0	0	0.586	0	0.057	0.593
ID1	MYC	9606.ENSP00000365280	9606.ENSP00000478887	0	0	0	0	0.063	0.161	0	0.628	0.682
ID1	ID4	9606.ENSP00000365280	9606.ENSP00000367972	0	0	0.077	0.812	0.118	0	0	0.714	0.747
ID1	TCF12	9606.ENSP00000365280	9606.ENSP00000388940	0	0	0	0	0	0.826	0	0.469	0.904
ID1	TCF4	9606.ENSP00000365280	9606.ENSP00000381382	0	0	0	0	0	0.889	0	0.758	0.972
ID2	ASCL2	9606.ENSP00000234091	9606.ENSP00000332293	0	0	0	0	0.056	0.125	0	0.360	0.425
ID2	MYC	9606.ENSP00000234091	9606.ENSP00000478887	0	0	0	0	0.050	0	0	0.420	0.425
ID2	CLOCK	9606.ENSP00000234091	9606.ENSP00000426983	0	0	0	0	0	0	0	0.480	0.480
ID2	HES5	9606.ENSP00000234091	9606.ENSP00000367714	0	0	0	0	0.042	0	0	0.504	0.504
ID2	ARNTL	9606.ENSP00000234091	9606.ENSP00000384517	0	0	0	0	0.043	0	0	0.508	0.509
ID2	ID1	9606.ENSP00000234091	9606.ENSP00000365280	0	0	0.066	0.881	0.115	0	0	0.462	0.516
ID2	MYCN	9606.ENSP00000234091	9606.ENSP00000281043	0	0	0	0	0	0	0	0.527	0.527
ID2	ID3	9606.ENSP00000234091	9606.ENSP00000363689	0	0	0	0.878	0.160	0.091	0	0.452	0.545
ID2	MYOG	9606.ENSP00000234091	9606.ENSP00000241651	0	0	0	0	0	0.051	0	0.553	0.557
ID2	NEUROD1	9606.ENSP00000234091	9606.ENSP00000295108	0	0	0	0	0.047	0.068	0	0.595	0.609
ID2	MSC	9606.ENSP00000234091	9606.ENSP00000321445	0	0	0	0	0	0.297	0	0.509	0.640
ID2	ASCL1	9606.ENSP00000234091	9606.ENSP00000266744	0	0	0	0	0.044	0.125	0	0.633	0.666
ID2	ASCL4	9606.ENSP00000234091	9606.ENSP00000345420	0	0	0	0	0	0.675	0	0.057	0.680
ID2	MYOD1	9606.ENSP00000234091	9606.ENSP00000250003	0	0	0	0	0	0.490	0	0.626	0.801
ID2	OLIG2	9606.ENSP00000234091	9606.ENSP00000331040	0	0	0	0	0.042	0.311	0	0.854	0.896
ID2	OLIG1	9606.ENSP00000234091	9606.ENSP00000371785	0	0	0	0	0.044	0.311	0	0.868	0.905
ID2	ID4	9606.ENSP00000234091	9606.ENSP00000367972	0	0	0.063	0.878	0.084	0.628	0.750	0.148	0.919
ID2	TCF12	9606.ENSP00000234091	9606.ENSP00000388940	0	0	0	0	0	0.882	0	0.385	0.924
ID2	TCF4	9606.ENSP00000234091	9606.ENSP00000381382	0	0	0	0	0.042	0.907	0	0.760	0.976
ID2	TCF3	9606.ENSP00000234091	9606.ENSP00000262965	0	0	0	0	0	0.905	0	0.869	0.987
ID3	ID2	9606.ENSP00000363689	9606.ENSP00000234091	0	0	0	0.878	0.160	0.091	0	0.452	0.545
ID3	MYOD1	9606.ENSP00000363689	9606.ENSP00000250003	0	0	0	0	0	0.301	0	0.335	0.515
ID3	TCF3	9606.ENSP00000363689	9606.ENSP00000262965	0	0	0	0	0.067	0.803	0	0.758	0.951
ID3	LYL1	9606.ENSP00000363689	9606.ENSP00000264824	0	0	0	0	0.042	0	0.500	0.167	0.566
ID3	MYCN	9606.ENSP00000363689	9606.ENSP00000281043	0	0	0	0	0	0	0	0.502	0.502
ID3	SREBF1	9606.ENSP00000363689	9606.ENSP00000348069	0	0	0	0	0.047	0.292	0	0.449	0.595
ID3	HIF1A	9606.ENSP00000363689	9606.ENSP00000437955	0	0	0	0	0.042	0	0	0.461	0.461
ID3	MYC	9606.ENSP00000363689	9606.ENSP00000478887	0	0	0	0	0.056	0	0	0.470	0.478
ID3	TCF12	9606.ENSP00000363689	9606.ENSP00000388940	0	0	0	0	0	0.629	0	0.529	0.817
ID3	ID1	9606.ENSP00000363689	9606.ENSP00000365280	0	0	0	0.859	0.402	0.091	0.750	0.167	0.871
ID3	TCF4	9606.ENSP00000363689	9606.ENSP00000381382	0	0	0	0	0.083	0.774	0	0.585	0.906
ID4	MYF6	9606.ENSP00000367972	9606.ENSP00000228641	0	0	0	0	0	0.631	0	0.175	0.683
ID4	ID2	9606.ENSP00000367972	9606.ENSP00000234091	0	0	0.063	0.878	0.084	0.628	0.750	0.148	0.919
ID4	MYOG	9606.ENSP00000367972	9606.ENSP00000241651	0	0	0	0	0	0.785	0	0.148	0.809
ID4	TWIST1	9606.ENSP00000367972	9606.ENSP00000242261	0	0	0	0	0.071	0	0	0.539	0.553
ID4	NEUROG3	9606.ENSP00000367972	9606.ENSP00000242462	0	0	0	0	0	0.325	0	0.517	0.660
ID4	MYOD1	9606.ENSP00000367972	9606.ENSP00000250003	0	0	0	0	0	0.067	0	0.577	0.588
ID4	TCF3	9606.ENSP00000367972	9606.ENSP00000262965	0	0	0	0	0	0.610	0	0.742	0.895
ID4	ASCL1	9606.ENSP00000367972	9606.ENSP00000266744	0	0	0	0	0.074	0.125	0	0.899	0.911
ID4	MYCN	9606.ENSP00000367972	9606.ENSP00000281043	0	0	0	0	0.058	0	0	0.479	0.488
ID4	MSGN1	9606.ENSP00000367972	9606.ENSP00000281047	0	0	0	0	0	0.626	0	0.098	0.649
ID4	TAL1	9606.ENSP00000367972	9606.ENSP00000294339	0	0	0	0	0.042	0.638	0	0.164	0.685
ID4	OLIG2	9606.ENSP00000367972	9606.ENSP00000331040	0	0	0	0	0.064	0.311	0	0.931	0.952
ID4	FIGLA	9606.ENSP00000367972	9606.ENSP00000333097	0	0	0	0	0	0.490	0	0.117	0.531
ID4	ID1	9606.ENSP00000367972	9606.ENSP00000365280	0	0	0.077	0.812	0.118	0	0	0.714	0.747
ID4	HES5	9606.ENSP00000367972	9606.ENSP00000367714	0	0	0	0	0.073	0	0	0.590	0.604
ID4	SOHLH2	9606.ENSP00000367972	9606.ENSP00000369210	0	0	0	0	0	0	0	0.482	0.482
ID4	SOHLH1	9606.ENSP00000367972	9606.ENSP00000404438	0	0	0	0	0	0	0	0.511	0.511
ID4	ASCL3	9606.ENSP00000367972	9606.ENSP00000435770	0	0	0	0	0	0.631	0	0.057	0.637
ID4	TCF12	9606.ENSP00000367972	9606.ENSP00000388940	0	0	0	0	0.042	0.473	0	0.579	0.769
ID4	TCF4	9606.ENSP00000367972	9606.ENSP00000381382	0	0	0	0	0.062	0.887	0	0.409	0.932
ID4	OLIG1	9606.ENSP00000367972	9606.ENSP00000371785	0	0	0	0	0	0.311	0	0.944	0.959
LYL1	TCF3	9606.ENSP00000264824	9606.ENSP00000262965	0	0	0	0	0.055	0.393	0.900	0.947	0.996
LYL1	TAL2	9606.ENSP00000264824	9606.ENSP00000334547	0	0	0.056	0.921	0	0	0	0.420	0.429
LYL1	TCF4	9606.ENSP00000264824	9606.ENSP00000381382	0	0	0	0	0.063	0.339	0	0.223	0.478
