t_gene	t_transcript	q_gene	q_transcript	orthology_class
ENSG00000153339	ENST00000582539.TRAPPC8	reg_19232	ENST00000582539.TRAPPC8.27	one2one
ENSG00000153339	ENST00000283351.TRAPPC8	reg_19232	ENST00000283351.TRAPPC8.27	one2one
ENSG00000244693	ENST00000487179.CTAGE8	None	None	one2zero
ENSG00000198021	ENST00000370519.SPANXA1	reg_19299	ENST00000370519.SPANXA1.260116	many2many
ENSG00000198021	ENST00000370519.SPANXA1	reg_19521	ENST00000370519.SPANXA1.221713	many2many
ENSG00000198021	ENST00000370519.SPANXA1	reg_3101	ENST00000370519.SPANXA1.314907	many2many
ENSG00000198021	ENST00000370519.SPANXA1	reg_19522	ENST00000370519.SPANXA1.260110	many2many
ENSG00000198021	ENST00000370519.SPANXA1	reg_19297	ENST00000370519.SPANXA1.75	many2many
ENSG00000198021	ENST00000370519.SPANXA1	reg_3141	ENST00000370519.SPANXA1.373521	many2many
ENSG00000198021	ENST00000370519.SPANXA1	reg_14140	ENST00000370519.SPANXA1.28	many2many
ENSG00000224440	ENST00000458472.CXorf51A	reg_19591	ENST00000458472.CXorf51A.197553	many2many
ENSG00000224440	ENST00000458472.CXorf51A	reg_19704	ENST00000458472.CXorf51A.160831	many2many
ENSG00000224440	ENST00000458472.CXorf51A	reg_19592	ENST00000458472.CXorf51A.197552	many2many
ENSG00000224440	ENST00000458472.CXorf51A	reg_19594	ENST00000458472.CXorf51A.193158	many2many
ENSG00000224440	ENST00000458472.CXorf51A	reg_19589	ENST00000458472.CXorf51A.198314	many2many
ENSG00000224440	ENST00000458472.CXorf51A	reg_19580	ENST00000458472.CXorf51A.143048	many2many
ENSG00000224440	ENST00000458472.CXorf51A	reg_19469	ENST00000458472.CXorf51A.154228	many2many
ENSG00000224440	ENST00000458472.CXorf51A	reg_19652	ENST00000458472.CXorf51A.199665	many2many
ENSG00000224440	ENST00000458472.CXorf51A	reg_19468	ENST00000458472.CXorf51A.112925	many2many
ENSG00000224440	ENST00000458472.CXorf51A	reg_14052	ENST00000458472.CXorf51A.247674	many2many
ENSG00000224440	ENST00000458472.CXorf51A	reg_19578	ENST00000458472.CXorf51A.155131	many2many
ENSG00000224440	ENST00000458472.CXorf51A	reg_3101	ENST00000458472.CXorf51A.195927	many2many
ENSG00000224440	ENST00000458472.CXorf51A	reg_19521	ENST00000458472.CXorf51A.121000	many2many
ENSG00000224440	ENST00000458472.CXorf51A	reg_19610	ENST00000458472.CXorf51A.181252	many2many
ENSG00000224440	ENST00000458472.CXorf51A	reg_19298	ENST00000458472.CXorf51A.183272	many2many
ENSG00000224440	ENST00000458472.CXorf51A	reg_19588	ENST00000458472.CXorf51A.197558	many2many
ENSG00000224440	ENST00000458472.CXorf51A	reg_19593	ENST00000458472.CXorf51A.197567	many2many
ENSG00000224440	ENST00000458472.CXorf51A	reg_19585	ENST00000458472.CXorf51A.182243	many2many
ENSG00000224440	ENST00000458472.CXorf51A	reg_19651	ENST00000458472.CXorf51A.197574	many2many
ENSG00000224440	ENST00000458472.CXorf51A	reg_3405	ENST00000458472.CXorf51A.145610	many2many
ENSG00000224440	ENST00000458472.CXorf51A	reg_19701	ENST00000458472.CXorf51A.172591	many2many
ENSG00000224440	ENST00000458472.CXorf51A	reg_3141	ENST00000458472.CXorf51A.199396	many2many
ENSG00000224440	ENST00000458472.CXorf51A	reg_19579	ENST00000458472.CXorf51A.185432	many2many
ENSG00000224440	ENST00000458472.CXorf51A	reg_19713	ENST00000458472.CXorf51A.152070	many2many
ENSG00000224440	ENST00000458472.CXorf51A	reg_19655	ENST00000458472.CXorf51A.197568	many2many
ENSG00000224440	ENST00000458472.CXorf51A	reg_3213	ENST00000458472.CXorf51A.124135	many2many
ENSG00000224440	ENST00000458472.CXorf51A	reg_3124	ENST00000458472.CXorf51A.131371	many2many
ENSG00000224440	ENST00000458472.CXorf51A	reg_19590	ENST00000458472.CXorf51A.182236	many2many
ENSG00000224440	ENST00000458472.CXorf51A	reg_14017	ENST00000458472.CXorf51A.28	many2many
ENSG00000224440	ENST00000458472.CXorf51A	reg_19494	ENST00000458472.CXorf51A.148214	many2many
ENSG00000224440	ENST00000458472.CXorf51A	reg_19584	ENST00000458472.CXorf51A.197446	many2many
ENSG00000224440	ENST00000458472.CXorf51A	reg_19586	ENST00000458472.CXorf51A.197560	many2many
ENSG00000224440	ENST00000458472.CXorf51A	reg_19666	ENST00000458472.CXorf51A.178564	many2many
ENSG00000224440	ENST00000458472.CXorf51A	reg_13998	ENST00000458472.CXorf51A.112171	many2many
ENSG00000224440	ENST00000458472.CXorf51A	reg_14152	ENST00000458472.CXorf51A.142591	many2many
ENSG00000224440	ENST00000458472.CXorf51A	reg_19653	ENST00000458472.CXorf51A.187006	many2many
ENSG00000224440	ENST00000458472.CXorf51A	reg_19302	ENST00000458472.CXorf51A.247599	many2many
ENSG00000224440	ENST00000458472.CXorf51A	reg_3085	ENST00000458472.CXorf51A.145548	many2many
ENSG00000224440	ENST00000458472.CXorf51A	reg_3366	ENST00000458472.CXorf51A.197042	many2many
ENSG00000224440	ENST00000458472.CXorf51A	reg_19596	ENST00000458472.CXorf51A.173062	many2many
ENSG00000235699	ENST00000438525.CXorf51B	reg_19580	ENST00000438525.CXorf51B.143050	many2many
ENSG00000235699	ENST00000438525.CXorf51B	reg_19589	ENST00000438525.CXorf51B.198313	many2many
ENSG00000235699	ENST00000438525.CXorf51B	reg_19592	ENST00000438525.CXorf51B.197563	many2many
ENSG00000235699	ENST00000438525.CXorf51B	reg_19653	ENST00000438525.CXorf51B.187008	many2many
ENSG00000235699	ENST00000438525.CXorf51B	reg_19468	ENST00000438525.CXorf51B.112923	many2many
ENSG00000235699	ENST00000438525.CXorf51B	reg_19701	ENST00000438525.CXorf51B.172593	many2many
ENSG00000235699	ENST00000438525.CXorf51B	reg_19585	ENST00000438525.CXorf51B.182237	many2many
ENSG00000235699	ENST00000438525.CXorf51B	reg_19713	ENST00000438525.CXorf51B.152073	many2many
ENSG00000235699	ENST00000438525.CXorf51B	reg_19588	ENST00000438525.CXorf51B.197570	many2many
ENSG00000235699	ENST00000438525.CXorf51B	reg_14193	ENST00000438525.CXorf51B.134910	many2many
ENSG00000235699	ENST00000438525.CXorf51B	reg_14152	ENST00000438525.CXorf51B.142593	many2many
ENSG00000235699	ENST00000438525.CXorf51B	reg_19584	ENST00000438525.CXorf51B.197439	many2many
ENSG00000235699	ENST00000438525.CXorf51B	reg_14002	ENST00000438525.CXorf51B.197475	many2many
ENSG00000235699	ENST00000438525.CXorf51B	reg_3366	ENST00000438525.CXorf51B.193888	many2many
ENSG00000235699	ENST00000438525.CXorf51B	reg_3085	ENST00000438525.CXorf51B.145547	many2many
ENSG00000235699	ENST00000438525.CXorf51B	reg_19298	ENST00000438525.CXorf51B.146833	many2many
ENSG00000235699	ENST00000438525.CXorf51B	reg_3123	ENST00000438525.CXorf51B.112290	many2many
ENSG00000235699	ENST00000438525.CXorf51B	reg_19652	ENST00000438525.CXorf51B.199661	many2many
ENSG00000235699	ENST00000438525.CXorf51B	reg_19704	ENST00000438525.CXorf51B.160833	many2many
ENSG00000235699	ENST00000438525.CXorf51B	reg_19590	ENST00000438525.CXorf51B.182234	many2many
ENSG00000235699	ENST00000438525.CXorf51B	reg_14336	ENST00000438525.CXorf51B.190141	many2many
ENSG00000235699	ENST00000438525.CXorf51B	reg_3405	ENST00000438525.CXorf51B.145614	many2many
ENSG00000235699	ENST00000438525.CXorf51B	reg_19596	ENST00000438525.CXorf51B.185277	many2many
ENSG00000235699	ENST00000438525.CXorf51B	reg_19593	ENST00000438525.CXorf51B.197572	many2many
ENSG00000235699	ENST00000438525.CXorf51B	reg_3141	ENST00000438525.CXorf51B.196182	many2many
ENSG00000235699	ENST00000438525.CXorf51B	reg_3213	ENST00000438525.CXorf51B.112924	many2many
ENSG00000235699	ENST00000438525.CXorf51B	reg_19469	ENST00000438525.CXorf51B.154227	many2many
ENSG00000235699	ENST00000438525.CXorf51B	reg_19591	ENST00000438525.CXorf51B.197554	many2many
ENSG00000235699	ENST00000438525.CXorf51B	reg_19610	ENST00000438525.CXorf51B.181245	many2many
ENSG00000235699	ENST00000438525.CXorf51B	reg_19521	ENST00000438525.CXorf51B.120998	many2many
ENSG00000235699	ENST00000438525.CXorf51B	reg_19655	ENST00000438525.CXorf51B.197551	many2many
ENSG00000235699	ENST00000438525.CXorf51B	reg_14366	ENST00000438525.CXorf51B.228605	many2many
ENSG00000235699	ENST00000438525.CXorf51B	reg_19579	ENST00000438525.CXorf51B.185430	many2many
ENSG00000235699	ENST00000438525.CXorf51B	reg_19578	ENST00000438525.CXorf51B.155130	many2many
ENSG00000235699	ENST00000438525.CXorf51B	reg_19651	ENST00000438525.CXorf51B.197556	many2many
ENSG00000235699	ENST00000438525.CXorf51B	reg_19594	ENST00000438525.CXorf51B.193157	many2many
ENSG00000235699	ENST00000438525.CXorf51B	reg_14002	ENST00000438525.CXorf51B.201833	many2many
ENSG00000235699	ENST00000438525.CXorf51B	reg_19494	ENST00000438525.CXorf51B.148211	many2many
ENSG00000235699	ENST00000438525.CXorf51B	reg_19666	ENST00000438525.CXorf51B.178568	many2many
ENSG00000235699	ENST00000438525.CXorf51B	reg_19586	ENST00000438525.CXorf51B.98852	many2many
ENSG00000235699	ENST00000438525.CXorf51B	reg_14017	ENST00000438525.CXorf51B.29124	many2many
ENSG00000205642	ENST00000453306.VCX3B	reg_14002	ENST00000453306.VCX3B.250041	many2many
ENSG00000205642	ENST00000453306.VCX3B	reg_3124	ENST00000453306.VCX3B.174205	many2many
ENSG00000205642	ENST00000453306.VCX3B	reg_3118	ENST00000453306.VCX3B.241654	many2many
ENSG00000205642	ENST00000453306.VCX3B	reg_3123	ENST00000453306.VCX3B.181131	many2many
ENSG00000205642	ENST00000381029.VCX3B	reg_3123	ENST00000381029.VCX3B.181131	many2many
ENSG00000205642	ENST00000381029.VCX3B	reg_14002	ENST00000381029.VCX3B.250041	many2many
ENSG00000205642	ENST00000381032.VCX3B	reg_3118	ENST00000381032.VCX3B.241654	many2many
ENSG00000205642	ENST00000381032.VCX3B	reg_3124	ENST00000381032.VCX3B.174205	many2many
ENSG00000205642	ENST00000381032.VCX3B	reg_3123	ENST00000381032.VCX3B.181131	many2many
ENSG00000129864	ENST00000250825.VCY	reg_14305	ENST00000250825.VCY.233739	many2many
ENSG00000129864	ENST00000250825.VCY	reg_3118	ENST00000250825.VCY.228659	many2many
ENSG00000129864	ENST00000250825.VCY	reg_3123	ENST00000250825.VCY.168816	many2many
ENSG00000129864	ENST00000250825.VCY	reg_14002	ENST00000250825.VCY.284985	many2many
ENSG00000129864	ENST00000250825.VCY	reg_14002	ENST00000250825.VCY.160473	many2many
ENSG00000129864	ENST00000250825.VCY	reg_14033	ENST00000250825.VCY.246914	many2many
ENSG00000203923	ENST00000370493.SPANXN1	reg_19303	ENST00000370493.SPANXN1.13881	many2many
ENSG00000203923	ENST00000370493.SPANXN1	reg_19521	ENST00000370493.SPANXN1.209954	many2many
ENSG00000203923	ENST00000370493.SPANXN1	reg_14309	ENST00000370493.SPANXN1.276032	many2many
ENSG00000203923	ENST00000370493.SPANXN1	reg_19297	ENST00000370493.SPANXN1.289412	many2many
ENSG00000203923	ENST00000370493.SPANXN1	reg_14140	ENST00000370493.SPANXN1.287878	many2many
ENSG00000203923	ENST00000370493.SPANXN1	reg_14234	ENST00000370493.SPANXN1.13882	many2many
ENSG00000203923	ENST00000370493.SPANXN1	reg_3234	ENST00000370493.SPANXN1.318923	many2many
ENSG00000268988	ENST00000598475.SPANXN2	reg_19468	ENST00000598475.SPANXN2.167322	many2many
ENSG00000268988	ENST00000598475.SPANXN2	reg_19584	ENST00000598475.SPANXN2.267746	many2many
ENSG00000268988	ENST00000598475.SPANXN2	reg_3213	ENST00000598475.SPANXN2.167298	many2many
ENSG00000268988	ENST00000598475.SPANXN2	reg_14017	ENST00000598475.SPANXN2.152336	many2many
ENSG00000268988	ENST00000598475.SPANXN2	reg_3374	ENST00000598475.SPANXN2.309047	many2many
ENSG00000268988	ENST00000598475.SPANXN2	reg_3234	ENST00000598475.SPANXN2.323040	many2many
ENSG00000177504	ENST00000317103.VCX2	reg_3124	ENST00000317103.VCX2.181849	many2many
ENSG00000177504	ENST00000317103.VCX2	reg_14002	ENST00000317103.VCX2.241184	many2many
ENSG00000177504	ENST00000317103.VCX2	reg_3158	ENST00000317103.VCX2.201351	many2many
ENSG00000177504	ENST00000317103.VCX2	reg_14002	ENST00000317103.VCX2.159048	many2many
ENSG00000204363	ENST00000375511.SPANXN5	reg_14141	ENST00000375511.SPANXN5.185836	many2many
ENSG00000204363	ENST00000375511.SPANXN5	reg_3124	ENST00000375511.SPANXN5.114547	many2many
ENSG00000204363	ENST00000375511.SPANXN5	reg_19522	ENST00000375511.SPANXN5.200098	many2many
ENSG00000204363	ENST00000375511.SPANXN5	reg_14309	ENST00000375511.SPANXN5.228805	many2many
ENSG00000204363	ENST00000375511.SPANXN5	reg_14046	ENST00000375511.SPANXN5.230492	many2many
ENSG00000204363	ENST00000375511.SPANXN5	reg_14017	ENST00000375511.SPANXN5.170599	many2many
ENSG00000204363	ENST00000375511.SPANXN5	reg_13998	ENST00000375511.SPANXN5.213361	many2many
ENSG00000204363	ENST00000375511.SPANXN5	reg_19578	ENST00000375511.SPANXN5.325558	many2many
ENSG00000204363	ENST00000375511.SPANXN5	reg_19299	ENST00000375511.SPANXN5.200106	many2many
ENSG00000204363	ENST00000375511.SPANXN5	reg_14320	ENST00000375511.SPANXN5.322068	many2many
ENSG00000204363	ENST00000375511.SPANXN5	reg_14140	ENST00000375511.SPANXN5.173472	many2many
ENSG00000204363	ENST00000375511.SPANXN5	reg_19702	ENST00000375511.SPANXN5.335971	many2many
ENSG00000204363	ENST00000375511.SPANXN5	reg_19297	ENST00000375511.SPANXN5.181853	many2many
ENSG00000204363	ENST00000375511.SPANXN5	reg_19667	ENST00000375511.SPANXN5.318744	many2many
ENSG00000204363	ENST00000375511.SPANXN5	reg_19521	ENST00000375511.SPANXN5.182261	many2many
ENSG00000227234	ENST00000449283.SPANXB1	reg_14046	ENST00000449283.SPANXB1.259079	many2many
ENSG00000227234	ENST00000449283.SPANXB1	reg_3123	ENST00000449283.SPANXB1.237347	many2many
ENSG00000227234	ENST00000449283.SPANXB1	reg_19297	ENST00000449283.SPANXB1.333	many2many
ENSG00000227234	ENST00000449283.SPANXB1	reg_19522	ENST00000449283.SPANXB1.250389	many2many
ENSG00000227234	ENST00000449283.SPANXB1	reg_14141	ENST00000449283.SPANXB1.238744	many2many
ENSG00000227234	ENST00000449283.SPANXB1	reg_19296	ENST00000449283.SPANXB1.256047	many2many
ENSG00000227234	ENST00000449283.SPANXB1	reg_19299	ENST00000449283.SPANXB1.250387	many2many
ENSG00000227234	ENST00000449283.SPANXB1	reg_19521	ENST00000449283.SPANXB1.233071	many2many
ENSG00000227234	ENST00000449283.SPANXB1	reg_14140	ENST00000449283.SPANXB1.767	many2many
ENSG00000227234	ENST00000449283.SPANXB1	reg_14045	ENST00000449283.SPANXB1.238305	many2many
ENSG00000203926	ENST00000370518.SPANXA2	reg_19303	ENST00000370518.SPANXA2.300402	many2many
ENSG00000203926	ENST00000370518.SPANXA2	reg_14234	ENST00000370518.SPANXA2.300396	many2many
ENSG00000203926	ENST00000370518.SPANXA2	reg_19522	ENST00000370518.SPANXA2.260111	many2many
ENSG00000203926	ENST00000370518.SPANXA2	reg_3124	ENST00000370518.SPANXA2.163815	many2many
ENSG00000203926	ENST00000370518.SPANXA2	reg_19299	ENST00000370518.SPANXA2.319938	many2many
ENSG00000203926	ENST00000370518.SPANXA2	reg_19297	ENST00000370518.SPANXA2.237059	many2many
ENSG00000203926	ENST00000370518.SPANXA2	reg_19521	ENST00000370518.SPANXA2.221711	many2many
ENSG00000203926	ENST00000370518.SPANXA2	reg_14046	ENST00000370518.SPANXA2.333546	many2many
ENSG00000203926	ENST00000370518.SPANXA2	reg_14141	ENST00000370518.SPANXA2.318809	many2many
ENSG00000203926	ENST00000370518.SPANXA2	reg_14140	ENST00000370518.SPANXA2.321017	many2many
ENSG00000203926	ENST00000370518.SPANXA2	reg_14045	ENST00000370518.SPANXA2.197003	many2many
ENSG00000169059	ENST00000398729.VCX3A	reg_14002	ENST00000398729.VCX3A.175320	many2many
ENSG00000169059	ENST00000398729.VCX3A	reg_3158	ENST00000398729.VCX3A.146893	many2many
ENSG00000169059	ENST00000398729.VCX3A	reg_3124	ENST00000398729.VCX3A.184653	many2many
ENSG00000169059	ENST00000398729.VCX3A	reg_3123	ENST00000398729.VCX3A.182093	many2many
ENSG00000169059	ENST00000381089.VCX3A	reg_14002	ENST00000381089.VCX3A.175320	many2many
ENSG00000169059	ENST00000381089.VCX3A	reg_3124	ENST00000381089.VCX3A.184653	many2many
ENSG00000169059	ENST00000381089.VCX3A	reg_3158	ENST00000381089.VCX3A.146893	many2many
ENSG00000169059	ENST00000381089.VCX3A	reg_3123	ENST00000381089.VCX3A.182093	many2many
ENSG00000169059	ENST00000381089.VCX3A	reg_14002	ENST00000381089.VCX3A.368912	many2many
ENSG00000169059	ENST00000612369.VCX3A	reg_3123	ENST00000612369.VCX3A.182093	many2many
ENSG00000169059	ENST00000612369.VCX3A	reg_14002	ENST00000612369.VCX3A.175320	many2many
ENSG00000169059	ENST00000612369.VCX3A	reg_3124	ENST00000612369.VCX3A.184653	many2many
ENSG00000169059	ENST00000612369.VCX3A	reg_3118	ENST00000612369.VCX3A.241903	many2many
ENSG00000198573	ENST00000358993.SPANXC	reg_19521	ENST00000358993.SPANXC.213090	many2many
ENSG00000198573	ENST00000358993.SPANXC	reg_19522	ENST00000358993.SPANXC.251918	many2many
ENSG00000198573	ENST00000358993.SPANXC	reg_14046	ENST00000358993.SPANXC.257789	many2many
ENSG00000198573	ENST00000358993.SPANXC	reg_3101	ENST00000358993.SPANXC.295790	many2many
ENSG00000198573	ENST00000358993.SPANXC	reg_14140	ENST00000358993.SPANXC.228571	many2many
ENSG00000198573	ENST00000358993.SPANXC	reg_19299	ENST00000358993.SPANXC.251914	many2many
ENSG00000198573	ENST00000358993.SPANXC	reg_19297	ENST00000358993.SPANXC.238810	many2many
ENSG00000198573	ENST00000358993.SPANXC	reg_14045	ENST00000358993.SPANXC.247574	many2many
ENSG00000189252	ENST00000370503.SPANXN3	reg_19522	ENST00000370503.SPANXN3.190008	many2many
ENSG00000189252	ENST00000370503.SPANXN3	reg_19302	ENST00000370503.SPANXN3.200946	many2many
ENSG00000189252	ENST00000370503.SPANXN3	reg_19521	ENST00000370503.SPANXN3.131415	many2many
ENSG00000189252	ENST00000370503.SPANXN3	reg_3123	ENST00000370503.SPANXN3.152180	many2many
ENSG00000189252	ENST00000370503.SPANXN3	reg_3124	ENST00000370503.SPANXN3.91683	many2many
ENSG00000189252	ENST00000370503.SPANXN3	reg_19584	ENST00000370503.SPANXN3.258001	many2many
ENSG00000189252	ENST00000370503.SPANXN3	reg_3101	ENST00000370503.SPANXN3.213991	many2many
ENSG00000189252	ENST00000370503.SPANXN3	reg_3141	ENST00000370503.SPANXN3.216949	many2many
ENSG00000189252	ENST00000370503.SPANXN3	reg_19655	ENST00000370503.SPANXN3.259838	many2many
ENSG00000189252	ENST00000370503.SPANXN3	reg_19299	ENST00000370503.SPANXN3.190009	many2many
ENSG00000189252	ENST00000370503.SPANXN3	reg_3144	ENST00000370503.SPANXN3.199733	many2many
ENSG00000189252	ENST00000370503.SPANXN3	reg_19589	ENST00000370503.SPANXN3.277244	many2many
ENSG00000196406	ENST00000370515.SPANXD	reg_14046	ENST00000370515.SPANXD.262725	many2many
ENSG00000196406	ENST00000370515.SPANXD	reg_14017	ENST00000370515.SPANXD.228053	many2many
ENSG00000196406	ENST00000370515.SPANXD	reg_3123	ENST00000370515.SPANXD.164263	many2many
ENSG00000196406	ENST00000370515.SPANXD	reg_19522	ENST00000370515.SPANXD.255214	many2many
ENSG00000196406	ENST00000370515.SPANXD	reg_14309	ENST00000370515.SPANXD.8867	many2many
ENSG00000196406	ENST00000370515.SPANXD	reg_3101	ENST00000370515.SPANXD.303188	many2many
ENSG00000196406	ENST00000370515.SPANXD	reg_19299	ENST00000370515.SPANXD.255216	many2many
ENSG00000196406	ENST00000370515.SPANXD	reg_19521	ENST00000370515.SPANXD.209046	many2many
ENSG00000182583	ENST00000381059.VCX	reg_14193	ENST00000381059.VCX.270111	many2many
ENSG00000182583	ENST00000381059.VCX	reg_3118	ENST00000381059.VCX.235000	many2many
ENSG00000182583	ENST00000381059.VCX	reg_14002	ENST00000381059.VCX.351158	many2many
ENSG00000182583	ENST00000381059.VCX	reg_14002	ENST00000381059.VCX.229412	many2many
ENSG00000182583	ENST00000381059.VCX	reg_3123	ENST00000381059.VCX.169273	many2many
ENSG00000182583	ENST00000381059.VCX	reg_3158	ENST00000381059.VCX.148474	many2many
ENSG00000182583	ENST00000341408.VCX	reg_14002	ENST00000341408.VCX.351158	many2many
ENSG00000182583	ENST00000341408.VCX	reg_3123	ENST00000341408.VCX.169273	many2many
ENSG00000182583	ENST00000341408.VCX	reg_3158	ENST00000341408.VCX.148474	many2many
ENSG00000287585	ENST00000653668.RP11-559E14.1	reg_19713	ENST00000653668.RP11-559E14.1.865365	many2many
ENSG00000287585	ENST00000653668.RP11-559E14.1	reg_19468	ENST00000653668.RP11-559E14.1.416260	many2many
ENSG00000287585	ENST00000653668.RP11-559E14.1	reg_19579	ENST00000653668.RP11-559E14.1.1077751	many2many
ENSG00000287585	ENST00000653668.RP11-559E14.1	reg_19666	ENST00000653668.RP11-559E14.1.1008810	many2many
ENSG00000287585	ENST00000653668.RP11-559E14.1	reg_3118	ENST00000653668.RP11-559E14.1.575557	many2many
ENSG00000287585	ENST00000653668.RP11-559E14.1	reg_19299	ENST00000653668.RP11-559E14.1.1108356	many2many
ENSG00000287585	ENST00000653668.RP11-559E14.1	reg_3405	ENST00000653668.RP11-559E14.1.1019543	many2many
ENSG00000287585	ENST00000653668.RP11-559E14.1	reg_19494	ENST00000653668.RP11-559E14.1.1045553	many2many
ENSG00000287585	ENST00000653668.RP11-559E14.1	reg_3213	ENST00000653668.RP11-559E14.1.416191	many2many
ENSG00000287585	ENST00000653668.RP11-559E14.1	reg_14046	ENST00000653668.RP11-559E14.1.1111327	many2many
ENSG00000287585	ENST00000653668.RP11-559E14.1	reg_19701	ENST00000653668.RP11-559E14.1.1205142	many2many
ENSG00000287585	ENST00000653668.RP11-559E14.1	reg_3123	ENST00000653668.RP11-559E14.1.308022	many2many
ENSG00000287585	ENST00000653668.RP11-559E14.1	reg_6141	ENST00000653668.RP11-559E14.1.893443	many2many
ENSG00000287585	ENST00000653668.RP11-559E14.1	reg_19580	ENST00000653668.RP11-559E14.1.975772	many2many
ENSG00000287585	ENST00000653668.RP11-559E14.1	reg_3124	ENST00000653668.RP11-559E14.1.983071	many2many
ENSG00000287585	ENST00000653668.RP11-559E14.1	reg_3226	ENST00000653668.RP11-559E14.1.1060190	many2many
ENSG00000287585	ENST00000653668.RP11-559E14.1	reg_13998	ENST00000653668.RP11-559E14.1.285991	many2many
ENSG00000287585	ENST00000653668.RP11-559E14.1	reg_3130	ENST00000653668.RP11-559E14.1.706738	many2many
ENSG00000287585	ENST00000653668.RP11-559E14.1	reg_19522	ENST00000653668.RP11-559E14.1.1108332	many2many
ENSG00000287585	ENST00000653668.RP11-559E14.1	reg_14017	ENST00000653668.RP11-559E14.1.2507324	many2many
ENSG00000287585	ENST00000653668.RP11-559E14.1	reg_19667	ENST00000653668.RP11-559E14.1.986536	many2many
ENSG00000287585	ENST00000653668.RP11-559E14.1	reg_19704	ENST00000653668.RP11-559E14.1.891156	many2many
ENSG00000287585	ENST00000653668.RP11-559E14.1	reg_3085	ENST00000653668.RP11-559E14.1.49256	many2many
ENSG00000287585	ENST00000653668.RP11-559E14.1	reg_14160	ENST00000653668.RP11-559E14.1.2182499	many2many
ENSG00000287585	ENST00000653668.RP11-559E14.1	reg_19702	ENST00000653668.RP11-559E14.1.1053807	many2many
ENSG00000287585	ENST00000653668.RP11-559E14.1	reg_3144	ENST00000653668.RP11-559E14.1.1174873	many2many
ENSG00000287585	ENST00000653668.RP11-559E14.1	reg_19578	ENST00000653668.RP11-559E14.1.1065861	many2many
ENSG00000189326	ENST00000370504.SPANXN4	reg_19468	ENST00000370504.SPANXN4.145048	many2many
ENSG00000189326	ENST00000370504.SPANXN4	reg_19610	ENST00000370504.SPANXN4.273744	many2many
ENSG00000189326	ENST00000370504.SPANXN4	reg_14353	ENST00000370504.SPANXN4.47756	many2many
ENSG00000189326	ENST00000370504.SPANXN4	reg_14193	ENST00000370504.SPANXN4.126718	many2many
ENSG00000189326	ENST00000370504.SPANXN4	reg_3123	ENST00000370504.SPANXN4.101337	many2many
ENSG00000189326	ENST00000370504.SPANXN4	reg_19521	ENST00000370504.SPANXN4.128823	many2many
ENSG00000189326	ENST00000370504.SPANXN4	reg_19704	ENST00000370504.SPANXN4.274049	many2many
ENSG00000189326	ENST00000370504.SPANXN4	reg_14308	ENST00000370504.SPANXN4.172964	many2many
ENSG00000189326	ENST00000370504.SPANXN4	reg_19306	ENST00000370504.SPANXN4.46345	many2many
ENSG00000189326	ENST00000370504.SPANXN4	reg_14045	ENST00000370504.SPANXN4.221577	many2many
ENSG00000189326	ENST00000370504.SPANXN4	reg_19701	ENST00000370504.SPANXN4.273722	many2many
ENSG00000189326	ENST00000370504.SPANXN4	reg_14017	ENST00000370504.SPANXN4.122552	many2many
ENSG00000189326	ENST00000370504.SPANXN4	reg_3213	ENST00000370504.SPANXN4.145025	many2many
ENSG00000189326	ENST00000370504.SPANXN4	reg_14052	ENST00000370504.SPANXN4.198629	many2many
ENSG00000189326	ENST00000370504.SPANXN4	reg_14046	ENST00000370504.SPANXN4.242686	many2many
ENSG00000189326	ENST00000370504.SPANXN4	reg_3234	ENST00000370504.SPANXN4.252243	many2many
ENSG00000189326	ENST00000370504.SPANXN4	reg_19522	ENST00000370504.SPANXN4.222929	many2many
ENSG00000189326	ENST00000370504.SPANXN4	reg_19666	ENST00000370504.SPANXN4.266881	many2many
ENSG00000189326	ENST00000370504.SPANXN4	reg_19299	ENST00000370504.SPANXN4.230484	many2many
ENSG00000189326	ENST00000370504.SPANXN4	reg_19589	ENST00000370504.SPANXN4.266107	many2many
ENSG00000189326	ENST00000370504.SPANXN4	reg_19302	ENST00000370504.SPANXN4.198573	many2many
ENSG00000189326	ENST00000370504.SPANXN4	reg_3124	ENST00000370504.SPANXN4.134151	many2many
ENSG00000189326	ENST00000446864.SPANXN4	reg_3234	ENST00000446864.SPANXN4.252243	many2many
ENSG00000189326	ENST00000446864.SPANXN4	reg_14353	ENST00000446864.SPANXN4.47756	many2many
ENSG00000189326	ENST00000446864.SPANXN4	reg_3213	ENST00000446864.SPANXN4.145025	many2many
ENSG00000189326	ENST00000446864.SPANXN4	reg_19468	ENST00000446864.SPANXN4.145048	many2many
ENSG00000189326	ENST00000446864.SPANXN4	reg_13983	ENST00000446864.SPANXN4.129571	many2many
ENSG00000189326	ENST00000446864.SPANXN4	reg_19701	ENST00000446864.SPANXN4.273722	many2many
ENSG00000189326	ENST00000446864.SPANXN4	reg_19589	ENST00000446864.SPANXN4.266107	many2many
ENSG00000189326	ENST00000446864.SPANXN4	reg_19296	ENST00000446864.SPANXN4.155803	many2many
ENSG00000189326	ENST00000446864.SPANXN4	reg_3124	ENST00000446864.SPANXN4.134151	many2many
ENSG00000189326	ENST00000446864.SPANXN4	reg_14002	ENST00000446864.SPANXN4.269073	many2many
ENSG00000189326	ENST00000446864.SPANXN4	reg_14045	ENST00000446864.SPANXN4.221577	many2many
