t_gene	t_transcript	q_gene	q_transcript	orthology_class
ENSG00000105568	ENST00000322088.PPP2R1A	reg_15058	ENST00000322088.PPP2R1A.14873	one2one
ENSG00000154370	ENST00000284551.TRIM11	reg_12833	ENST00000284551.TRIM11.261	one2one
ENSG00000154370	ENST00000366699.TRIM11	reg_12833	ENST00000366699.TRIM11.261	one2one
ENSG00000170482	ENST00000348729.SLC23A1	reg_15157	ENST00000348729.SLC23A1.57	one2one
ENSG00000170482	ENST00000353963.SLC23A1	reg_15157	ENST00000353963.SLC23A1.57	one2one
ENSG00000248712	ENST00000415318.CCDC153	reg_3503	ENST00000415318.CCDC153.18	one2one
ENSG00000115590	ENST00000332549.IL1R2	reg_9000	ENST00000332549.IL1R2.3	one2one
ENSG00000198924	ENST00000369305.DCLRE1A	reg_17657	ENST00000369305.DCLRE1A.19	one2one
ENSG00000185055	ENST00000480514.EFCAB10	reg_16736	ENST00000480514.EFCAB10.80	one2many
ENSG00000185055	ENST00000460135.EFCAB10	reg_16736	ENST00000460135.EFCAB10.80	one2many
ENSG00000185055	ENST00000485614.EFCAB10	reg_16736	ENST00000485614.EFCAB10.80	one2many
ENSG00000185055	ENST00000469099.EFCAB10	reg_16736	ENST00000469099.EFCAB10.80	one2many
ENSG00000185055	ENST00000469099.EFCAB10	reg_11142	ENST00000469099.EFCAB10.104	one2many
ENSG00000185055	ENST00000490493.EFCAB10	reg_11142	ENST00000490493.EFCAB10.104	one2many
ENSG00000185055	ENST00000490493.EFCAB10	reg_16736	ENST00000490493.EFCAB10.80	one2many
ENSG00000185055	ENST00000486180.EFCAB10	reg_16736	ENST00000486180.EFCAB10.80	one2many
ENSG00000176988	ENST00000370467.FMR1NB	reg_14456	ENST00000370467.FMR1NB.22	one2one
ENSG00000123584	ENST00000243314.MAGEA9	reg_10320	ENST00000243314.MAGEA9.142273	many2many
ENSG00000123584	ENST00000243314.MAGEA9	reg_14362	ENST00000243314.MAGEA9.76410	many2many
ENSG00000123584	ENST00000243314.MAGEA9	reg_10280	ENST00000243314.MAGEA9.98822	many2many
ENSG00000123584	ENST00000243314.MAGEA9	reg_14532	ENST00000243314.MAGEA9.60867	many2many
ENSG00000267978	ENST00000595065.MAGEA9B	reg_10523	ENST00000595065.MAGEA9B.22	many2many
ENSG00000267978	ENST00000595065.MAGEA9B	reg_10396	ENST00000595065.MAGEA9B.142445	many2many
ENSG00000267978	ENST00000595065.MAGEA9B	reg_10506	ENST00000595065.MAGEA9B.151472	many2many
ENSG00000267978	ENST00000595065.MAGEA9B	reg_10320	ENST00000595065.MAGEA9B.157396	many2many
ENSG00000267978	ENST00000595065.MAGEA9B	reg_10433	ENST00000595065.MAGEA9B.117528	many2many
ENSG00000267978	ENST00000595065.MAGEA9B	reg_10407	ENST00000595065.MAGEA9B.201652	many2many
ENSG00000267978	ENST00000595065.MAGEA9B	reg_10280	ENST00000595065.MAGEA9B.41013	many2many
ENSG00000267978	ENST00000595065.MAGEA9B	reg_14362	ENST00000595065.MAGEA9B.23395	many2many
ENSG00000176746	ENST00000379034.MAGEB6	reg_14494	ENST00000379034.MAGEB6.1191	many2many
ENSG00000176746	ENST00000379034.MAGEB6	reg_14281	ENST00000379034.MAGEB6.25067	many2many
ENSG00000176746	ENST00000379034.MAGEB6	reg_10601	ENST00000379034.MAGEB6.26	many2many
ENSG00000176746	ENST00000379034.MAGEB6	reg_10348	ENST00000379034.MAGEB6.7884	many2many
ENSG00000176746	ENST00000379034.MAGEB6	reg_10320	ENST00000379034.MAGEB6.188	many2many
ENSG00000176746	ENST00000379034.MAGEB6	reg_10576	ENST00000379034.MAGEB6.14076	many2many
ENSG00000177689	ENST00000356790.MAGEB10	reg_14461	ENST00000356790.MAGEB10.65453	many2many
ENSG00000177689	ENST00000356790.MAGEB10	reg_10433	ENST00000356790.MAGEB10.136201	many2many
ENSG00000177689	ENST00000356790.MAGEB10	reg_14418	ENST00000356790.MAGEB10.106808	many2many
ENSG00000177689	ENST00000356790.MAGEB10	reg_10506	ENST00000356790.MAGEB10.90363	many2many
ENSG00000177689	ENST00000356790.MAGEB10	reg_14494	ENST00000356790.MAGEB10.54112	many2many
ENSG00000177689	ENST00000356790.MAGEB10	reg_14281	ENST00000356790.MAGEB10.74602	many2many
ENSG00000188408	ENST00000602297.MAGEB5	reg_10596	ENST00000602297.MAGEB5.26	many2many
ENSG00000188408	ENST00000602297.MAGEB5	reg_14570	ENST00000602297.MAGEB5.1191	many2many
ENSG00000188408	ENST00000602297.MAGEB5	reg_10601	ENST00000602297.MAGEB5.7884	many2many
ENSG00000214107	ENST00000378981.MAGEB1	reg_10448	ENST00000378981.MAGEB1.26	many2many
ENSG00000214107	ENST00000378981.MAGEB1	reg_14528	ENST00000378981.MAGEB1.22427	many2many
ENSG00000214107	ENST00000397550.MAGEB1	reg_14528	ENST00000397550.MAGEB1.22427	many2many
ENSG00000214107	ENST00000397550.MAGEB1	reg_10448	ENST00000397550.MAGEB1.26	many2many
ENSG00000214107	ENST00000397550.MAGEB1	reg_10380	ENST00000397550.MAGEB1.13393	many2many
ENSG00000198681	ENST00000356661.MAGEA1	reg_10280	ENST00000356661.MAGEA1.83000	many2many
ENSG00000155495	ENST00000406005.MAGEC1	reg_10523	ENST00000406005.MAGEC1.212875	many2many
ENSG00000232030	ENST00000416929.MAGEB6B	reg_14461	ENST00000416929.MAGEB6B.1191	many2many
ENSG00000232030	ENST00000416929.MAGEB6B	reg_10576	ENST00000416929.MAGEB6B.26	many2many
ENSG00000197172	ENST00000329342.MAGEA6	reg_10396	ENST00000329342.MAGEA6.69382	many2many
ENSG00000046774	ENST00000247452.MAGEC2	reg_10280	ENST00000247452.MAGEC2.114484	many2many
ENSG00000046774	ENST00000247452.MAGEC2	reg_14312	ENST00000247452.MAGEC2.576846	many2many
ENSG00000185247	ENST00000355220.MAGEA11	reg_14362	ENST00000355220.MAGEA11.84108	many2many
ENSG00000185247	ENST00000355220.MAGEA11	reg_10589	ENST00000355220.MAGEA11.141167	many2many
ENSG00000185247	ENST00000355220.MAGEA11	reg_10396	ENST00000355220.MAGEA11.37810	many2many
ENSG00000185247	ENST00000355220.MAGEA11	reg_10280	ENST00000355220.MAGEA11.56661	many2many
ENSG00000185247	ENST00000333104.MAGEA11	reg_14532	ENST00000333104.MAGEA11.26367	many2many
ENSG00000147381	ENST00000276344.MAGEA4	reg_14532	ENST00000276344.MAGEA4.72877	many2many
ENSG00000147381	ENST00000276344.MAGEA4	reg_14362	ENST00000276344.MAGEA4.22	many2many
ENSG00000147381	ENST00000682265.MAGEA4	reg_14362	ENST00000682265.MAGEA4.22	many2many
ENSG00000147381	ENST00000682265.MAGEA4	reg_14532	ENST00000682265.MAGEA4.72877	many2many
ENSG00000124260	ENST00000370323.MAGEA10	reg_10320	ENST00000370323.MAGEA10.42874	many2many
ENSG00000124260	ENST00000370323.MAGEA10	reg_10506	ENST00000370323.MAGEA10.113285	many2many
ENSG00000124260	ENST00000370323.MAGEA10	reg_10396	ENST00000370323.MAGEA10.96646	many2many
ENSG00000124260	ENST00000370323.MAGEA10	reg_10280	ENST00000370323.MAGEA10.22	many2many
ENSG00000124260	ENST00000370323.MAGEA10	reg_14362	ENST00000370323.MAGEA10.95653	many2many
ENSG00000124260	ENST00000370323.MAGEA10	reg_10407	ENST00000370323.MAGEA10.45230	many2many
ENSG00000124260	ENST00000370323.MAGEA10	reg_10589	ENST00000370323.MAGEA10.272416	many2many
ENSG00000198798	ENST00000361644.MAGEB3	reg_14281	ENST00000361644.MAGEB3.21594	many2many
ENSG00000198798	ENST00000361644.MAGEB3	reg_10380	ENST00000361644.MAGEB3.26	many2many
ENSG00000198798	ENST00000361644.MAGEB3	reg_14528	ENST00000361644.MAGEB3.24190	many2many
ENSG00000156009	ENST00000542674.MAGEA8	reg_14532	ENST00000542674.MAGEA8.55807	many2many
ENSG00000156009	ENST00000542674.MAGEA8	reg_14362	ENST00000542674.MAGEA8.37832	many2many
ENSG00000156009	ENST00000542674.MAGEA8	reg_10433	ENST00000542674.MAGEA8.37810	many2many
ENSG00000165509	ENST00000544766.MAGEC3	reg_10280	ENST00000544766.MAGEC3.125591	many2many
ENSG00000165509	ENST00000544766.MAGEC3	reg_14418	ENST00000544766.MAGEC3.22	many2many
ENSG00000165509	ENST00000443323.MAGEC3	reg_14418	ENST00000443323.MAGEC3.22	many2many
ENSG00000166582	ENST00000299736.CENPV	reg_1667	ENST00000299736.CENPV.252	one2one
ENSG00000065883	ENST00000340829.CDK13	reg_10117	ENST00000340829.CDK13.91	one2one
ENSG00000065883	ENST00000181839.CDK13	reg_10117	ENST00000181839.CDK13.91	one2one
ENSG00000109321	ENST00000502307.AREG	reg_3644	ENST00000502307.AREG.2	one2one
ENSG00000109321	ENST00000395748.AREG	reg_3644	ENST00000395748.AREG.2	one2one
ENSG00000196468	ENST00000439435.FGF16	reg_14539	ENST00000439435.FGF16.11	one2one
ENSG00000173918	ENST00000354124.C1QTNF1	reg_12500	ENST00000354124.C1QTNF1.21	one2one
ENSG00000173918	ENST00000311661.C1QTNF1	reg_12500	ENST00000311661.C1QTNF1.21	one2one
ENSG00000141556	ENST00000539345.TBCD	reg_12246	ENST00000539345.TBCD.21	one2one
ENSG00000141556	ENST00000355528.TBCD	reg_12246	ENST00000355528.TBCD.21	one2one
ENSG00000141556	ENST00000684000.TBCD	reg_12246	ENST00000684000.TBCD.21	one2one
ENSG00000141556	ENST00000682722.TBCD	reg_12246	ENST00000682722.TBCD.21	one2one
ENSG00000141556	ENST00000682479.TBCD	reg_12246	ENST00000682479.TBCD.21	one2one
ENSG00000141556	ENST00000684464.TBCD	reg_12246	ENST00000684464.TBCD.21	one2one
ENSG00000141556	ENST00000684188.TBCD	reg_12246	ENST00000684188.TBCD.21	one2one
ENSG00000141556	ENST00000684349.TBCD	reg_12246	ENST00000684349.TBCD.21	one2one
ENSG00000141556	ENST00000684760.TBCD	reg_12246	ENST00000684760.TBCD.21	one2one
ENSG00000141556	ENST00000683282.TBCD	reg_12246	ENST00000683282.TBCD.21	one2one
ENSG00000141556	ENST00000684544.TBCD	reg_12246	ENST00000684544.TBCD.21	one2one
ENSG00000141556	ENST00000684429.TBCD	reg_12246	ENST00000684429.TBCD.21	one2one
ENSG00000141556	ENST00000684408.TBCD	reg_12246	ENST00000684408.TBCD.21	one2one
ENSG00000180336	ENST00000409122.MEIOC	reg_12847	ENST00000409122.MEIOC.21	one2one
ENSG00000120656	ENST00000373824.TAF12	reg_13122	ENST00000373824.TAF12.5	one2one
ENSG00000120656	ENST00000495422.TAF12	reg_13122	ENST00000495422.TAF12.5	one2one
ENSG00000130766	ENST00000253063.SESN2	reg_7054	ENST00000253063.SESN2.5	one2one
ENSG00000196187	ENST00000366835.TMEM63A	reg_8997	ENST00000366835.TMEM63A.40	one2one
ENSG00000249481	ENST00000674044.SPATS1	reg_15775	ENST00000674044.SPATS1.63	one2one
ENSG00000152056	ENST00000409375.AP1S3	reg_9538	ENST00000409375.AP1S3.3	one2one
ENSG00000152056	ENST00000446015.AP1S3	reg_9538	ENST00000446015.AP1S3.3	one2one
ENSG00000152056	ENST00000396654.AP1S3	reg_9538	ENST00000396654.AP1S3.3	one2one
ENSG00000152056	ENST00000443700.AP1S3	reg_9538	ENST00000443700.AP1S3.3	one2one
ENSG00000174502	ENST00000367134.SLC26A9	reg_9182	ENST00000367134.SLC26A9.8	one2one
ENSG00000174502	ENST00000367135.SLC26A9	reg_9182	ENST00000367135.SLC26A9.8	one2one
ENSG00000255552	ENST00000409239.LY6G6E	reg_14798	ENST00000409239.LY6G6E.140	one2one
ENSG00000255552	ENST00000383418.LY6G6E	reg_14798	ENST00000383418.LY6G6E.140	one2one
ENSG00000159335	ENST00000309083.PTMS	reg_11900	ENST00000309083.PTMS.105	one2one
ENSG00000159335	ENST00000389462.PTMS	reg_11900	ENST00000389462.PTMS.105	one2one
ENSG00000138764	ENST00000316355.CCNG2	reg_4029	ENST00000316355.CCNG2.2	one2one
ENSG00000138764	ENST00000509972.CCNG2	reg_4029	ENST00000509972.CCNG2.2	one2one
ENSG00000143036	ENST00000271227.SLC44A3	reg_6459	ENST00000271227.SLC44A3.4	one2one
ENSG00000143036	ENST00000446120.SLC44A3	reg_6459	ENST00000446120.SLC44A3.4	one2one
ENSG00000143036	ENST00000532427.SLC44A3	reg_6459	ENST00000532427.SLC44A3.4	one2one
ENSG00000143036	ENST00000467909.SLC44A3	reg_6459	ENST00000467909.SLC44A3.4	one2one
ENSG00000143036	ENST00000529450.SLC44A3	reg_6459	ENST00000529450.SLC44A3.4	one2one
ENSG00000143036	ENST00000527077.SLC44A3	reg_6459	ENST00000527077.SLC44A3.4	one2one
ENSG00000120158	ENST00000381750.RCL1	reg_16427	ENST00000381750.RCL1.89	one2one
ENSG00000119729	ENST00000238738.RHOQ	reg_14770	ENST00000238738.RHOQ.32	one2one
ENSG00000141179	ENST00000573500.PCTP	reg_1761	ENST00000573500.PCTP.45	one2one
ENSG00000141179	ENST00000576183.PCTP	reg_1761	ENST00000576183.PCTP.45	one2one
ENSG00000141179	ENST00000268896.PCTP	reg_1761	ENST00000268896.PCTP.45	one2one
ENSG00000037280	ENST00000502649.FLT4	reg_12409	ENST00000502649.FLT4.165	one2one
ENSG00000037280	ENST00000261937.FLT4	reg_12409	ENST00000261937.FLT4.165	one2one
ENSG00000037280	ENST00000393347.FLT4	reg_12409	ENST00000393347.FLT4.165	one2one
ENSG00000104756	ENST00000221200.KCTD9	reg_19092	ENST00000221200.KCTD9.76	one2one
ENSG00000164638	ENST00000396872.SLC29A4	reg_3829	ENST00000396872.SLC29A4.132	one2one
ENSG00000164638	ENST00000406453.SLC29A4	reg_3829	ENST00000406453.SLC29A4.132	one2one
ENSG00000269437	ENST00000602195.NXF2B	reg_14419	ENST00000602195.NXF2B.14535	many2many
ENSG00000269437	ENST00000602195.NXF2B	reg_10271	ENST00000602195.NXF2B.11	many2many
ENSG00000269437	ENST00000602195.NXF2B	reg_16369	ENST00000602195.NXF2B.7470	many2many
ENSG00000269437	ENST00000602195.NXF2B	reg_10362	ENST00000602195.NXF2B.11028	many2many
ENSG00000269437	ENST00000602195.NXF2B	reg_10330	ENST00000602195.NXF2B.2179	many2many
ENSG00000147206	ENST00000395065.NXF3	reg_16369	ENST00000395065.NXF3.9036	many2many
ENSG00000147206	ENST00000395065.NXF3	reg_10362	ENST00000395065.NXF3.11	many2many
ENSG00000126952	ENST00000473265.NXF5	reg_10271	ENST00000473265.NXF5.2301	many2many
ENSG00000126952	ENST00000473265.NXF5	reg_16369	ENST00000473265.NXF5.7033	many2many
ENSG00000126952	ENST00000473265.NXF5	reg_10330	ENST00000473265.NXF5.11	many2many
ENSG00000162231	ENST00000532297.NXF1	reg_16369	ENST00000532297.NXF1.74	many2many
ENSG00000162231	ENST00000532297.NXF1	reg_10362	ENST00000532297.NXF1.35448	many2many
ENSG00000162231	ENST00000532297.NXF1	reg_10271	ENST00000532297.NXF1.20314	many2many
ENSG00000162231	ENST00000532297.NXF1	reg_10330	ENST00000532297.NXF1.20959	many2many
ENSG00000269405	ENST00000625106.NXF2	reg_10271	ENST00000625106.NXF2.79674	many2many
ENSG00000269405	ENST00000625106.NXF2	reg_10362	ENST00000625106.NXF2.14535	many2many
ENSG00000269405	ENST00000625106.NXF2	reg_16369	ENST00000625106.NXF2.7465	many2many
ENSG00000269405	ENST00000625106.NXF2	reg_10330	ENST00000625106.NXF2.14961	many2many
ENSG00000269405	ENST00000625106.NXF2	reg_14419	ENST00000625106.NXF2.11028	many2many
ENSG00000206203	ENST00000399635.TSSK2	reg_16068	ENST00000399635.TSSK2.452	one2one
ENSG00000203812	ENST00000369159.H2AC18	reg_10794	ENST00000369159.H2AC18.4	many2many
ENSG00000203812	ENST00000369159.H2AC18	reg_6348	ENST00000369159.H2AC18.2779	many2many
ENSG00000272196	ENST00000607355.H2AC19	reg_10794	ENST00000607355.H2AC19.2779	many2many
ENSG00000272196	ENST00000607355.H2AC19	reg_6348	ENST00000607355.H2AC19.4	many2many
ENSG00000232268	ENST00000450052.OR52I1	reg_8091	ENST00000450052.OR52I1.4007	many2many
ENSG00000181963	ENST00000325719.OR52K2	reg_2656	ENST00000325719.OR52K2.50	many2many
ENSG00000176900	ENST00000380378.OR51T1	reg_2671	ENST00000380378.OR51T1.138961	many2many
ENSG00000176900	ENST00000380378.OR51T1	reg_2549	ENST00000380378.OR51T1.50	many2many
ENSG00000176900	ENST00000322049.OR51T1	reg_2671	ENST00000322049.OR51T1.138961	many2many
ENSG00000176900	ENST00000322049.OR51T1	reg_2549	ENST00000322049.OR51T1.50	many2many
ENSG00000280021	ENST00000624103.OR51F1	reg_8345	ENST00000624103.OR51F1.50	many2many
ENSG00000280021	ENST00000624103.OR51F1	reg_2512	ENST00000624103.OR51F1.150732	many2many
ENSG00000280021	ENST00000380383.OR51F1	reg_2512	ENST00000380383.OR51F1.150732	many2many
ENSG00000280021	ENST00000380383.OR51F1	reg_8345	ENST00000380383.OR51F1.50	many2many
ENSG00000205497	ENST00000641898.OR51A4	reg_2915	ENST00000641898.OR51A4.1413	many2many
ENSG00000205497	ENST00000641898.OR51A4	reg_2973	ENST00000641898.OR51A4.598	many2many
ENSG00000205497	ENST00000641898.OR51A4	reg_8056	ENST00000641898.OR51A4.50	many2many
ENSG00000205497	ENST00000641898.OR51A4	reg_2256	ENST00000641898.OR51A4.230760	many2many
ENSG00000205497	ENST00000641898.OR51A4	reg_3004	ENST00000641898.OR51A4.50763	many2many
ENSG00000205497	ENST00000641898.OR51A4	reg_2656	ENST00000641898.OR51A4.14929	many2many
ENSG00000205497	ENST00000641898.OR51A4	reg_2909	ENST00000641898.OR51A4.2284	many2many
ENSG00000205497	ENST00000641898.OR51A4	reg_2319	ENST00000641898.OR51A4.1494	many2many
ENSG00000205497	ENST00000641898.OR51A4	reg_3015	ENST00000641898.OR51A4.4567	many2many
ENSG00000205497	ENST00000641898.OR51A4	reg_2675	ENST00000641898.OR51A4.54083	many2many
ENSG00000205497	ENST00000641898.OR51A4	reg_2811	ENST00000641898.OR51A4.79720	many2many
ENSG00000176787	ENST00000321522.OR52E2	reg_2941	ENST00000321522.OR52E2.23312	many2many
ENSG00000176787	ENST00000321522.OR52E2	reg_8600	ENST00000321522.OR52E2.50	many2many
ENSG00000279012	ENST00000624187.OR51B2	reg_2256	ENST00000624187.OR51B2.647	many2many
ENSG00000279012	ENST00000624187.OR51B2	reg_2302	ENST00000624187.OR51B2.788208	many2many
ENSG00000167355	ENST00000300773.OR51B5	reg_2256	ENST00000300773.OR51B5.647	many2many
ENSG00000183313	ENST00000332249.OR52L1	reg_8534	ENST00000332249.OR52L1.3335	many2many
ENSG00000183313	ENST00000332249.OR52L1	reg_8670	ENST00000332249.OR52L1.50	many2many
ENSG00000180785	ENST00000396952.OR51E1	reg_7894	ENST00000396952.OR51E1.2119	many2many
ENSG00000180785	ENST00000396952.OR51E1	reg_2745	ENST00000396952.OR51E1.50	many2many
ENSG00000180785	ENST00000396952.OR51E1	reg_8356	ENST00000396952.OR51E1.4007	many2many
ENSG00000180785	ENST00000396952.OR51E1	reg_8673	ENST00000396952.OR51E1.2561	many2many
ENSG00000180785	ENST00000396952.OR51E1	reg_8245	ENST00000396952.OR51E1.17781	many2many
ENSG00000180785	ENST00000396952.OR51E1	reg_8633	ENST00000396952.OR51E1.654	many2many
ENSG00000180785	ENST00000396952.OR51E1	reg_8676	ENST00000396952.OR51E1.3739	many2many
ENSG00000180785	ENST00000396952.OR51E1	reg_8359	ENST00000396952.OR51E1.2284	many2many
ENSG00000180785	ENST00000396952.OR51E1	reg_8674	ENST00000396952.OR51E1.19666	many2many
ENSG00000180785	ENST00000396952.OR51E1	reg_7909	ENST00000396952.OR51E1.3012	many2many
ENSG00000180785	ENST00000396952.OR51E1	reg_8197	ENST00000396952.OR51E1.1852	many2many
ENSG00000180785	ENST00000396952.OR51E1	reg_8272	ENST00000396952.OR51E1.4880	many2many
ENSG00000176895	ENST00000641490.OR51A7	reg_2671	ENST00000641490.OR51A7.138961	many2many
ENSG00000176895	ENST00000641490.OR51A7	reg_2773	ENST00000641490.OR51A7.50	many2many
ENSG00000187918	ENST00000641930.OR51I2	reg_2728	ENST00000641930.OR51I2.16776	many2many
ENSG00000187918	ENST00000641930.OR51I2	reg_2848	ENST00000641930.OR51I2.50	many2many
ENSG00000187918	ENST00000641930.OR51I2	reg_7909	ENST00000641930.OR51I2.32412	many2many
ENSG00000187918	ENST00000641930.OR51I2	reg_8091	ENST00000641930.OR51I2.5544	many2many
ENSG00000187918	ENST00000641930.OR51I2	reg_8547	ENST00000641930.OR51I2.297746	many2many
ENSG00000187918	ENST00000641930.OR51I2	reg_8197	ENST00000641930.OR51I2.598	many2many
ENSG00000184478	ENST00000641905.OR56A3	reg_2894	ENST00000641905.OR56A3.50	many2many
ENSG00000184478	ENST00000641905.OR56A3	reg_2609	ENST00000641905.OR56A3.3010	many2many
ENSG00000176925	ENST00000322110.OR51F2	reg_2310	ENST00000322110.OR51F2.50	many2many
ENSG00000176925	ENST00000641672.OR51F2	reg_2310	ENST00000641672.OR51F2.50	many2many
ENSG00000181017	ENST00000641377.OR56B2P	reg_2811	ENST00000641377.OR56B2P.377621	many2many
ENSG00000181017	ENST00000641377.OR56B2P	reg_2918	ENST00000641377.OR56B2P.313783	many2many
ENSG00000181017	ENST00000641377.OR56B2P	reg_7965	ENST00000641377.OR56B2P.6873	many2many
ENSG00000181017	ENST00000641377.OR56B2P	reg_2758	ENST00000641377.OR56B2P.50	many2many
ENSG00000181609	ENST00000322641.OR52D1	reg_2512	ENST00000322641.OR52D1.50	many2many
ENSG00000181609	ENST00000322641.OR52D1	reg_2604	ENST00000322641.OR52D1.418462	many2many
ENSG00000181609	ENST00000322641.OR52D1	reg_8084	ENST00000322641.OR52D1.280848	many2many
ENSG00000184698	ENST00000642046.OR51M1	reg_8145	ENST00000642046.OR51M1.2321	many2many
ENSG00000184698	ENST00000642046.OR51M1	reg_8091	ENST00000642046.OR51M1.42961	many2many
ENSG00000184698	ENST00000642046.OR51M1	reg_2342	ENST00000642046.OR51M1.50	many2many
ENSG00000205496	ENST00000380371.OR51A2	reg_2911	ENST00000380371.OR51A2.654	many2many
ENSG00000205496	ENST00000380371.OR51A2	reg_2319	ENST00000380371.OR51A2.1494	many2many
ENSG00000205496	ENST00000380371.OR51A2	reg_2352	ENST00000380371.OR51A2.785873	many2many
ENSG00000176239	ENST00000380219.OR51B6	reg_8091	ENST00000380219.OR51B6.42961	many2many
ENSG00000176239	ENST00000380219.OR51B6	reg_8657	ENST00000380219.OR51B6.647	many2many
ENSG00000176239	ENST00000380219.OR51B6	reg_2941	ENST00000380219.OR51B6.50	many2many
ENSG00000183251	ENST00000380224.OR51B4	reg_2256	ENST00000380224.OR51B4.647	many2many
ENSG00000183251	ENST00000380224.OR51B4	reg_8662	ENST00000380224.OR51B4.50	many2many
ENSG00000278870	ENST00000623849.OR51G1	reg_8518	ENST00000623849.OR51G1.50	many2many
ENSG00000278870	ENST00000623849.OR51G1	reg_2319	ENST00000623849.OR51G1.1494	many2many
ENSG00000171944	ENST00000307388.OR52A5	reg_2975	ENST00000307388.OR52A5.6799	many2many
ENSG00000171944	ENST00000307388.OR52A5	reg_2585	ENST00000307388.OR52A5.1494	many2many
ENSG00000171944	ENST00000307388.OR52A5	reg_8714	ENST00000307388.OR52A5.36968	many2many
ENSG00000171944	ENST00000307388.OR52A5	reg_8300	ENST00000307388.OR52A5.50	many2many
ENSG00000171944	ENST00000307388.OR52A5	reg_8395	ENST00000307388.OR52A5.4521	many2many
ENSG00000171944	ENST00000307388.OR52A5	reg_2723	ENST00000307388.OR52A5.654	many2many
ENSG00000181023	ENST00000317121.OR56B1	reg_2885	ENST00000317121.OR56B1.50	many2many
ENSG00000181023	ENST00000317121.OR56B1	reg_7965	ENST00000317121.OR56B1.6873	many2many
ENSG00000181023	ENST00000317121.OR56B1	reg_3006	ENST00000317121.OR56B1.405527	many2many
ENSG00000180934	ENST00000641423.OR56A1	reg_8188	ENST00000641423.OR56A1.2564	many2many
ENSG00000180934	ENST00000641423.OR56A1	reg_2947	ENST00000641423.OR56A1.526051	many2many
ENSG00000180934	ENST00000316650.OR56A1	reg_8188	ENST00000316650.OR56A1.2564	many2many
ENSG00000188691	ENST00000532411.OR56A5	reg_8188	ENST00000532411.OR56A5.2564	many2many
ENSG00000188691	ENST00000532411.OR56A5	reg_8670	ENST00000532411.OR56A5.50	many2many
ENSG00000167359	ENST00000380211.OR51I1	reg_8359	ENST00000380211.OR51I1.50	many2many
ENSG00000176893	ENST00000641926.OR51G2	reg_2745	ENST00000641926.OR51G2.12758	many2many
ENSG00000176893	ENST00000641926.OR51G2	reg_2984	ENST00000641926.OR51G2.1413	many2many
ENSG00000176893	ENST00000641926.OR51G2	reg_2549	ENST00000641926.OR51G2.654	many2many
ENSG00000176893	ENST00000641926.OR51G2	reg_2885	ENST00000641926.OR51G2.6833	many2many
ENSG00000176893	ENST00000641926.OR51G2	reg_2352	ENST00000641926.OR51G2.2284	many2many
ENSG00000176893	ENST00000641926.OR51G2	reg_2656	ENST00000641926.OR51G2.4567	many2many
ENSG00000176893	ENST00000641926.OR51G2	reg_8621	ENST00000641926.OR51G2.50	many2many
ENSG00000176893	ENST00000641926.OR51G2	reg_2664	ENST00000641926.OR51G2.17397	many2many
ENSG00000176893	ENST00000641926.OR51G2	reg_2964	ENST00000641926.OR51G2.2119	many2many
ENSG00000176893	ENST00000641926.OR51G2	reg_2310	ENST00000641926.OR51G2.1110	many2many
ENSG00000176893	ENST00000641926.OR51G2	reg_2737	ENST00000641926.OR51G2.598	many2many
ENSG00000180919	ENST00000316529.OR56B4	reg_2604	ENST00000316529.OR56B4.535438	many2many
ENSG00000180919	ENST00000316529.OR56B4	reg_8084	ENST00000316529.OR56B4.25081	many2many
ENSG00000180919	ENST00000316529.OR56B4	reg_8145	ENST00000316529.OR56B4.1915	many2many
ENSG00000180919	ENST00000316529.OR56B4	reg_2867	ENST00000316529.OR56B4.50	many2many
ENSG00000182070	ENST00000380367.OR52A1	reg_2916	ENST00000380367.OR52A1.18002	many2many
ENSG00000182070	ENST00000380367.OR52A1	reg_2723	ENST00000380367.OR52A1.654	many2many
ENSG00000183389	ENST00000641835.OR56A4	reg_8188	ENST00000641835.OR56A4.2564	many2many
ENSG00000183389	ENST00000641835.OR56A4	reg_8122	ENST00000641835.OR56A4.50	many2many
ENSG00000183389	ENST00000641835.OR56A4	reg_2894	ENST00000641835.OR56A4.2140	many2many
ENSG00000183389	ENST00000330728.OR56A4	reg_8188	ENST00000330728.OR56A4.2564	many2many
ENSG00000183389	ENST00000330728.OR56A4	reg_8122	ENST00000330728.OR56A4.50	many2many
ENSG00000181009	ENST00000641181.OR52N5	reg_2319	ENST00000641181.OR52N5.1131	many2many
ENSG00000181009	ENST00000641181.OR52N5	reg_2769	ENST00000641181.OR52N5.4170	many2many
ENSG00000181009	ENST00000641181.OR52N5	reg_2512	ENST00000641181.OR52N5.7523	many2many
ENSG00000176922	ENST00000322101.OR51S1	reg_2848	ENST00000322101.OR51S1.9751	many2many
ENSG00000176922	ENST00000322101.OR51S1	reg_2758	ENST00000322101.OR51S1.1413	many2many
ENSG00000176922	ENST00000322101.OR51S1	reg_8644	ENST00000322101.OR51S1.50	many2many
ENSG00000176922	ENST00000322101.OR51S1	reg_2737	ENST00000322101.OR51S1.114386	many2many
ENSG00000226288	ENST00000312614.OR52I2	reg_2769	ENST00000312614.OR52I2.50	many2many
ENSG00000226288	ENST00000641896.OR52I2	reg_2769	ENST00000641896.OR52I2.50	many2many
