hgnc,target_species,ensembl_target_ids,ensembl_gene_names,ensembl_homology_types,ensembl_types_simple,toga_q_genes,toga_q_transcripts,toga_homology_types,has_ensembl,has_toga,type_match,cell_status
BHLHE22,gorilla_gorilla,,,,,reg_19800,ENST00000321870.BHLHE22.24,one2one,FALSE,TRUE,,TOGA only
BHLHE22,macaca_mulatta,ENSMMUG00000038208,BHLHE22,ortholog_one2one,one2one,reg_11990,ENST00000321870.BHLHE22.5,one2one,TRUE,TRUE,TRUE,Type match
BHLHE22,monodelphis_domestica,ENSMODG00000008228,BHLHE22,ortholog_one2one,one2one,reg_2591,ENST00000321870.BHLHE22.9,one2one,TRUE,TRUE,TRUE,Type match
BHLHE22,mus_musculus,ENSMUSG00000025128,Bhlhe22,ortholog_one2one,one2one,reg_10978,ENST00000321870.BHLHE22.135,one2one,TRUE,TRUE,TRUE,Type match
BHLHE22,pan_troglodytes,,,,,reg_19017,ENST00000321870.BHLHE22.7,one2one,FALSE,TRUE,,TOGA only
BHLHE22,rattus_norvegicus,ENSRNOG00000021745,Bhlhe22,ortholog_one2one,one2one,reg_2563,ENST00000321870.BHLHE22.127,one2one,TRUE,TRUE,TRUE,Type match
BHLHE23,bos_taurus,ENSBTAG00000010873,BHLHE23,ortholog_one2one,one2one,reg_4946,ENST00000370346.BHLHE23.82;ENST00000612929.BHLHE23.82,one2one,TRUE,TRUE,TRUE,Type match
BHLHE23,canis_lupus_familiaris,ENSCAFG00845018744,BHLHE23,ortholog_one2one,one2one,,,one2zero,TRUE,FALSE,FALSE,Ensembl only
BHLHE23,gorilla_gorilla,ENSGGOG00000040834,BHLHE23,ortholog_one2one,one2one,reg_9179,ENST00000370346.BHLHE23.20;ENST00000612929.BHLHE23.20,one2one,TRUE,TRUE,TRUE,Type match
BHLHE23,macaca_mulatta,ENSMMUG00000037896,BHLHE23,ortholog_one2one,one2one,reg_9048,ENST00000370346.BHLHE23.29;ENST00000612929.BHLHE23.29,one2one,TRUE,TRUE,TRUE,Type match
BHLHE23,monodelphis_domestica,ENSMODG00000023267,BHLHE23,ortholog_one2one,one2one,reg_10874,ENST00000370346.BHLHE23.20;ENST00000612929.BHLHE23.20,one2one,TRUE,TRUE,TRUE,Type match
BHLHE23,mus_musculus,ENSMUSG00000045493,Bhlhe23,ortholog_one2one,one2one,reg_5636,ENST00000370346.BHLHE23.7;ENST00000612929.BHLHE23.7,one2one,TRUE,TRUE,TRUE,Type match
BHLHE23,pan_troglodytes,ENSPTRG00000013728,BHLHE23,ortholog_one2one,one2one,reg_17402,ENST00000370346.BHLHE23.20;ENST00000612929.BHLHE23.20,one2one,TRUE,TRUE,TRUE,Type match
BHLHE23,rattus_norvegicus,ENSRNOG00000010312,Bhlhe23,ortholog_one2one,one2one,reg_12124,ENST00000370346.BHLHE23.10;ENST00000612929.BHLHE23.10,one2one,TRUE,TRUE,TRUE,Type match
BHLHE40,bos_taurus,ENSBTAG00000009863,BHLHE40,ortholog_one2one,one2one,reg_15956,ENST00000256495.BHLHE40.66,one2one,TRUE,TRUE,TRUE,Type match
BHLHE40,canis_lupus_familiaris,ENSCAFG00845011295,BHLHE40,ortholog_one2one,one2one,reg_5155,ENST00000256495.BHLHE40.64,one2one,TRUE,TRUE,TRUE,Type match
BHLHE40,gorilla_gorilla,ENSGGOG00000015864,BHLHE40,ortholog_one2one,one2one,reg_11098,ENST00000256495.BHLHE40.1,one2one,TRUE,TRUE,TRUE,Type match
BHLHE40,macaca_mulatta,ENSMMUG00000056699,BHLHE40,ortholog_one2one,one2one,reg_10841,ENST00000256495.BHLHE40.39,one2one,TRUE,TRUE,TRUE,Type match
BHLHE40,monodelphis_domestica,ENSMODG00000004516,BHLHE40,ortholog_one2one,one2one,reg_9373,ENST00000256495.BHLHE40.52,one2one,TRUE,TRUE,TRUE,Type match
BHLHE40,mus_musculus,ENSMUSG00000030103,Bhlhe40,ortholog_one2one,one2one,reg_1314,ENST00000256495.BHLHE40.56,one2one,TRUE,TRUE,TRUE,Type match
BHLHE40,pan_troglodytes,ENSPTRG00000014571,BHLHE40,ortholog_one2one,one2one,reg_4566,ENST00000256495.BHLHE40.2,one2one,TRUE,TRUE,TRUE,Type match
BHLHE40,rattus_norvegicus,ENSRNOG00000007152,Bhlhe40,ortholog_one2one,one2one,reg_10903,ENST00000256495.BHLHE40.55,one2one,TRUE,TRUE,TRUE,Type match
BHLHE41,bos_taurus,ENSBTAG00000064544,BHLHE41,ortholog_one2one,one2one,reg_10688,ENST00000242728.BHLHE41.17,one2one,TRUE,TRUE,TRUE,Type match
BHLHE41,canis_lupus_familiaris,ENSCAFG00845026188,BHLHE41,ortholog_one2one,one2one,,,one2zero,TRUE,FALSE,FALSE,Ensembl only
BHLHE41,gorilla_gorilla,ENSGGOG00000015498,BHLHE41,ortholog_one2one,one2one,reg_15648,ENST00000242728.BHLHE41.26,one2one,TRUE,TRUE,TRUE,Type match
BHLHE41,macaca_mulatta,ENSMMUG00000039562,BHLHE41,ortholog_one2one,one2one,reg_16236,ENST00000242728.BHLHE41.6,one2one,TRUE,TRUE,TRUE,Type match
BHLHE41,monodelphis_domestica,ENSMODG00000016551,BHLHE41,ortholog_one2one,one2one,reg_4016,ENST00000242728.BHLHE41.186,one2one,TRUE,TRUE,TRUE,Type match
BHLHE41,mus_musculus,ENSMUSG00000030256,Bhlhe41,ortholog_one2one,one2one,reg_12154,ENST00000242728.BHLHE41.41,one2one,TRUE,TRUE,TRUE,Type match
BHLHE41,pan_troglodytes,ENSPTRG00000004779,BHLHE41,ortholog_one2one,one2one,reg_9510,ENST00000242728.BHLHE41.23,one2one,TRUE,TRUE,TRUE,Type match
BHLHE41,rattus_norvegicus,ENSRNOG00000048961,Bhlhe41,ortholog_one2one,one2one,reg_13205,ENST00000242728.BHLHE41.41,one2one,TRUE,TRUE,TRUE,Type match
CLOCK,bos_taurus,ENSBTAG00000044044,CLOCK,ortholog_one2one,one2one,reg_10906,ENST00000513440.CLOCK.4,one2one,TRUE,TRUE,TRUE,Type match
CLOCK,canis_lupus_familiaris,ENSCAFG00845012371,CLOCK,ortholog_one2one,one2one,reg_16895,ENST00000513440.CLOCK.35,one2one,TRUE,TRUE,TRUE,Type match
CLOCK,gorilla_gorilla,ENSGGOG00000005753,CLOCK,ortholog_one2one,one2one,reg_1571,ENST00000513440.CLOCK.33,one2one,TRUE,TRUE,TRUE,Type match
CLOCK,macaca_mulatta,ENSMMUG00000001919,CLOCK,ortholog_one2one,one2one,reg_6145,ENST00000513440.CLOCK.31,one2one,TRUE,TRUE,TRUE,Type match
CLOCK,monodelphis_domestica,ENSMODG00000020678,CLOCK,ortholog_one2one,one2one,reg_4645,ENST00000513440.CLOCK.3,one2one,TRUE,TRUE,TRUE,Type match
CLOCK,mus_musculus,ENSMUSG00000029238,Clock,ortholog_one2one,one2one,reg_11278,ENST00000513440.CLOCK.2,one2one,TRUE,TRUE,TRUE,Type match
CLOCK,pan_troglodytes,ENSPTRG00000016072,CLOCK,ortholog_one2one,one2one,reg_20596,ENST00000513440.CLOCK.25,one2one,TRUE,TRUE,TRUE,Type match
CLOCK,rattus_norvegicus,ENSRNOG00000002175,Clock,ortholog_one2one,one2one,reg_1946,ENST00000513440.CLOCK.4,one2one,TRUE,TRUE,TRUE,Type match
EPAS1,bos_taurus,ENSBTAG00000003711,EPAS1,ortholog_one2one,one2one,reg_807,ENST00000263734.EPAS1.19,one2one,TRUE,TRUE,TRUE,Type match
EPAS1,canis_lupus_familiaris,ENSCAFG00845027702,EPAS1,ortholog_one2one,one2one,reg_7507,ENST00000263734.EPAS1.26,one2one,TRUE,TRUE,TRUE,Type match
EPAS1,gorilla_gorilla,ENSGGOG00000042765,,ortholog_one2one,one2one,reg_695,ENST00000263734.EPAS1.12,one2one,TRUE,TRUE,TRUE,Type match
EPAS1,macaca_mulatta,ENSMMUG00000023326,EPAS1,ortholog_one2one,one2one,reg_10689,ENST00000263734.EPAS1.10,one2one,TRUE,TRUE,TRUE,Type match
EPAS1,monodelphis_domestica,ENSMODG00000000953;ENSMODG00000045158,,ortholog_one2many,one2many,reg_8047,ENST00000263734.EPAS1.7,one2one,TRUE,TRUE,FALSE,Type mismatch
EPAS1,mus_musculus,ENSMUSG00000024140,Epas1,ortholog_one2one,one2one,reg_14983,ENST00000263734.EPAS1.32,one2one,TRUE,TRUE,TRUE,Type match
EPAS1,pan_troglodytes,ENSPTRG00000011891,EPAS1,ortholog_one2one,one2one,reg_11,ENST00000263734.EPAS1.11,one2one,TRUE,TRUE,TRUE,Type match
EPAS1,rattus_norvegicus,ENSRNOG00000021318,Epas1,ortholog_one2one,one2one,reg_2691,ENST00000263734.EPAS1.13,one2one,TRUE,TRUE,TRUE,Type match
FERD3L,bos_taurus,ENSBTAG00000039955,FERD3L,ortholog_one2one,one2one,reg_8128,ENST00000275461.FERD3L.6,one2one,TRUE,TRUE,TRUE,Type match
FERD3L,canis_lupus_familiaris,ENSCAFG00845007118,FERD3L,ortholog_one2one,one2one,reg_10923,ENST00000275461.FERD3L.9,one2one,TRUE,TRUE,TRUE,Type match
FERD3L,gorilla_gorilla,ENSGGOG00000021943,FERD3L,ortholog_one2one,one2one,reg_4122,ENST00000275461.FERD3L.8,one2one,TRUE,TRUE,TRUE,Type match
FERD3L,macaca_mulatta,,,,,reg_8732,ENST00000275461.FERD3L.24,one2one,FALSE,TRUE,,TOGA only
FERD3L,monodelphis_domestica,ENSMODG00000001405,FERD3L,ortholog_one2one,one2one,reg_13654,ENST00000275461.FERD3L.49,one2one,TRUE,TRUE,TRUE,Type match
FERD3L,mus_musculus,ENSMUSG00000046518,Ferd3l,ortholog_one2one,one2one,reg_16844,ENST00000275461.FERD3L.80,one2one,TRUE,TRUE,TRUE,Type match
FERD3L,pan_troglodytes,ENSPTRG00000018961,FERD3L,ortholog_one2one,one2one,reg_9913,ENST00000275461.FERD3L.6,one2one,TRUE,TRUE,TRUE,Type match
FERD3L,rattus_norvegicus,ENSRNOG00000011091,Ferd3l,ortholog_one2one,one2one,reg_15501,ENST00000275461.FERD3L.81,one2one,TRUE,TRUE,TRUE,Type match
FIGLA,bos_taurus,ENSBTAG00000008905,FIGLA,ortholog_one2one,one2one,reg_550,ENST00000332372.FIGLA.97,one2one,TRUE,TRUE,TRUE,Type match
FIGLA,canis_lupus_familiaris,ENSCAFG00845028012,FIGLA,ortholog_one2one,one2one,reg_713,ENST00000332372.FIGLA.26,one2one,TRUE,TRUE,TRUE,Type match
FIGLA,gorilla_gorilla,ENSGGOG00000003953,FIGLA,ortholog_one2one,one2one,reg_35,ENST00000332372.FIGLA.12,one2one,TRUE,TRUE,TRUE,Type match
FIGLA,macaca_mulatta,ENSMMUG00000020852,FIGLA,ortholog_one2one,one2one,reg_1677,ENST00000332372.FIGLA.10,one2one,TRUE,TRUE,TRUE,Type match
FIGLA,monodelphis_domestica,ENSMODG00000011333,,ortholog_one2one,one2one,,,one2zero,TRUE,FALSE,FALSE,Ensembl only
FIGLA,mus_musculus,ENSMUSG00000030001,Figla,ortholog_one2one,one2one,reg_1302,ENST00000332372.FIGLA.64,one2one,TRUE,TRUE,TRUE,Type match
FIGLA,pan_troglodytes,ENSPTRG00000012033,FIGLA,ortholog_one2one,one2one,reg_3838,ENST00000332372.FIGLA.11,one2one,TRUE,TRUE,TRUE,Type match
FIGLA,rattus_norvegicus,ENSRNOG00000015877,Figla,ortholog_one2one,one2one,reg_11016,ENST00000332372.FIGLA.64,one2one,TRUE,TRUE,TRUE,Type match
HAND1,bos_taurus,ENSBTAG00000002335,HAND1,ortholog_one2one,one2one,reg_3969,ENST00000231121.HAND1.18,one2one,TRUE,TRUE,TRUE,Type match
HAND1,canis_lupus_familiaris,ENSCAFG00845004947,HAND1,ortholog_one2one,one2one,reg_10336,ENST00000231121.HAND1.4,one2one,TRUE,TRUE,TRUE,Type match
HAND1,gorilla_gorilla,ENSGGOG00000004311,HAND1,ortholog_one2one,one2one,reg_10856,ENST00000231121.HAND1.9,one2one,TRUE,TRUE,TRUE,Type match
HAND1,macaca_mulatta,ENSMMUG00000010621,HAND1,ortholog_one2one,one2one,reg_17515,ENST00000231121.HAND1.1,one2one,TRUE,TRUE,TRUE,Type match
HAND1,monodelphis_domestica,ENSMODG00000008678,HAND1,ortholog_one2one,one2one,reg_7873,ENST00000231121.HAND1.6,one2one,TRUE,TRUE,TRUE,Type match
HAND1,mus_musculus,ENSMUSG00000037335,Hand1,ortholog_one2one,one2one,reg_2164,ENST00000231121.HAND1.134,one2one,TRUE,TRUE,TRUE,Type match
HAND1,pan_troglodytes,ENSPTRG00000017446,HAND1,ortholog_one2one,one2one,reg_16256,ENST00000231121.HAND1.12,one2one,TRUE,TRUE,TRUE,Type match
HAND1,rattus_norvegicus,ENSRNOG00000002582,Hand1,ortholog_one2one,one2one,reg_9065,ENST00000231121.HAND1.130,one2one,TRUE,TRUE,TRUE,Type match
HAND2,bos_taurus,ENSBTAG00000044123,HAND2,ortholog_one2one,one2one,reg_13459,ENST00000359562.HAND2.100,one2one,TRUE,TRUE,TRUE,Type match
HAND2,canis_lupus_familiaris,ENSCAFG00845017182,HAND2,ortholog_one2one,one2one,reg_14692,ENST00000359562.HAND2.98,one2one,TRUE,TRUE,TRUE,Type match
HAND2,gorilla_gorilla,ENSGGOG00000006147,HAND2,ortholog_one2one,one2one,reg_5401,ENST00000359562.HAND2.4,one2one,TRUE,TRUE,TRUE,Type match
HAND2,macaca_mulatta,ENSMMUG00000048816,HAND2,ortholog_one2one,one2one,reg_17839,ENST00000359562.HAND2.3,one2one,TRUE,TRUE,TRUE,Type match
HAND2,monodelphis_domestica,ENSMODG00000041860,HAND2,ortholog_one2one,one2one,reg_4277,ENST00000359562.HAND2.3,one2one,TRUE,TRUE,TRUE,Type match
HAND2,mus_musculus,ENSMUSG00000038193,Hand2,ortholog_one2one,one2one,reg_7732,ENST00000359562.HAND2.23,one2one,TRUE,TRUE,TRUE,Type match
HAND2,pan_troglodytes,ENSPTRG00000016601,HAND2,ortholog_one2one,one2one,reg_10183,ENST00000359562.HAND2.5,one2one,TRUE,TRUE,TRUE,Type match
HAND2,rattus_norvegicus,ENSRNOG00000060448,Hand2,ortholog_one2one,one2one,reg_14969,ENST00000359562.HAND2.29,one2one,TRUE,TRUE,TRUE,Type match
HELT,bos_taurus,ENSBTAG00000014704,HELT,ortholog_one2one,one2one,reg_7977,ENST00000338875.HELT.63;ENST00000505610.HELT.63;ENST00000515777.HELT.63,one2one,TRUE,TRUE,TRUE,Type match
HELT,canis_lupus_familiaris,ENSCAFG00845022921,HELT,ortholog_one2one,one2one,reg_15167,ENST00000505610.HELT.68;ENST00000515777.HELT.68,one2one,TRUE,TRUE,TRUE,Type match
HELT,gorilla_gorilla,ENSGGOG00000001324,,ortholog_one2one,one2one,reg_1278,ENST00000338875.HELT.4;ENST00000505610.HELT.4;ENST00000515777.HELT.4,one2one,TRUE,TRUE,TRUE,Type match
HELT,macaca_mulatta,ENSMMUG00000001081,HELT,ortholog_one2one,one2one,reg_6129,ENST00000338875.HELT.3;ENST00000505610.HELT.3;ENST00000515777.HELT.3,one2one,TRUE,TRUE,TRUE,Type match
HELT,monodelphis_domestica,ENSMODG00000004628,HELT,ortholog_one2one,one2one,reg_9727,ENST00000338875.HELT.3;ENST00000505610.HELT.3;ENST00000515777.HELT.3,one2one,TRUE,TRUE,TRUE,Type match
HELT,mus_musculus,ENSMUSG00000047171,Helt,ortholog_one2one,one2one,reg_19413,ENST00000338875.HELT.23;ENST00000505610.HELT.23;ENST00000515777.HELT.23,one2one,TRUE,TRUE,TRUE,Type match
HELT,pan_troglodytes,ENSPTRG00000044593,HELT,ortholog_one2one,one2one,reg_20332,ENST00000338875.HELT.5;ENST00000505610.HELT.5;ENST00000515777.HELT.5,one2one,TRUE,TRUE,TRUE,Type match
HELT,rattus_norvegicus,ENSRNOG00000010785,Helt,ortholog_one2one,one2one,reg_13921,ENST00000338875.HELT.29;ENST00000505610.HELT.29;ENST00000515777.HELT.29,one2one,TRUE,TRUE,TRUE,Type match
HES1,bos_taurus,ENSBTAG00000000569,HES1,ortholog_one2one,one2one,reg_4169,ENST00000232424.HES1.2,one2one,TRUE,TRUE,TRUE,Type match
HES1,canis_lupus_familiaris,ENSCAFG00845025905,HES1,ortholog_one2one,one2one,,,one2zero,TRUE,FALSE,FALSE,Ensembl only
HES1,gorilla_gorilla,ENSGGOG00000008521,HES1,ortholog_one2one,one2one,reg_11121,ENST00000232424.HES1.1,one2one,TRUE,TRUE,TRUE,Type match
HES1,macaca_mulatta,ENSMMUG00000058672,HES1,ortholog_one2one,one2one,reg_18690,ENST00000232424.HES1.20,one2one,TRUE,TRUE,TRUE,Type match
HES1,monodelphis_domestica,ENSMODG00000043132,HES1,ortholog_one2one,one2one,reg_14010,ENST00000232424.HES1.989,one2one,TRUE,TRUE,TRUE,Type match
HES1,mus_musculus,ENSMUSG00000022528,Hes1,ortholog_one2one,one2one,reg_16066,ENST00000232424.HES1.59,one2one,TRUE,TRUE,TRUE,Type match
HES1,pan_troglodytes,ENSPTRG00000045020,HES1,ortholog_one2one,one2one,reg_4170,ENST00000232424.HES1.2,one2one,TRUE,TRUE,TRUE,Type match
HES1,rattus_norvegicus,ENSRNOG00000001720,Hes1,ortholog_one2one,one2one,reg_15393,ENST00000232424.HES1.60,one2one,TRUE,TRUE,TRUE,Type match
HES2,bos_taurus,ENSBTAG00000021210,HES2,ortholog_one2one,one2one,reg_16637,ENST00000377834.HES2.59,one2one,TRUE,TRUE,TRUE,Type match
HES2,canis_lupus_familiaris,ENSCAFG00845024175,HES2,ortholog_one2one,one2one,reg_1108,ENST00000377834.HES2.97,one2one,TRUE,TRUE,TRUE,Type match
HES2,gorilla_gorilla,ENSGGOG00000001846,HES2,ortholog_one2one,one2one,reg_8214,ENST00000377834.HES2.2,one2one,TRUE,TRUE,TRUE,Type match
HES2,macaca_mulatta,ENSMMUG00000022882,HES2,ortholog_one2one,one2one,reg_4824,ENST00000377834.HES2.2,one2one,TRUE,TRUE,TRUE,Type match
HES2,monodelphis_domestica,ENSMODG00000051015,,ortholog_one2one,one2one,reg_3152,ENST00000377834.HES2.61,one2one,TRUE,TRUE,TRUE,Type match
HES2,mus_musculus,ENSMUSG00000028940,Hes2,ortholog_one2one,one2one,reg_12955,ENST00000377834.HES2.5,one2one,TRUE,TRUE,TRUE,Type match
HES2,pan_troglodytes,ENSPTRG00000000085,HES2,ortholog_one2one,one2one,reg_2483,ENST00000377834.HES2.1,one2one,TRUE,TRUE,TRUE,Type match
HES2,rattus_norvegicus,ENSRNOG00000010490,Hes2,ortholog_one2one,one2one,reg_12719,ENST00000377834.HES2.8,one2one,TRUE,TRUE,TRUE,Type match
HES3,bos_taurus,ENSBTAG00000066558,HES3,ortholog_one2one,one2one,reg_10988,ENST00000377898.HES3.59,one2one,TRUE,TRUE,TRUE,Type match
HES3,canis_lupus_familiaris,ENSCAFG00845023694,HES3,ortholog_one2one,one2one,reg_14323,ENST00000377898.HES3.97,one2one,TRUE,TRUE,TRUE,Type match
HES3,gorilla_gorilla,,,,,reg_7521,ENST00000377898.HES3.2,one2one,FALSE,TRUE,,TOGA only
HES3,macaca_mulatta,ENSMMUG00000062876,HES3,ortholog_one2one,one2one,reg_7679,ENST00000377898.HES3.2,one2one,TRUE,TRUE,TRUE,Type match
HES3,monodelphis_domestica,,,,,,,one2zero,FALSE,FALSE,,None
HES3,mus_musculus,ENSMUSG00000028946,Hes3,ortholog_one2one,one2one,reg_7267,ENST00000377898.HES3.5,one2one,TRUE,TRUE,TRUE,Type match
HES3,pan_troglodytes,ENSPTRG00000000081,HES3,ortholog_one2one,one2one,reg_6279,ENST00000377898.HES3.1,one2one,TRUE,TRUE,TRUE,Type match
HES3,rattus_norvegicus,ENSRNOG00000010893,Hes3,ortholog_one2one,one2one,reg_6404,ENST00000377898.HES3.8,one2one,TRUE,TRUE,TRUE,Type match
HES4,bos_taurus,ENSBTAG00000014705,HES4,ortholog_one2one,one2one,reg_16567,ENST00000304952.HES4.59;ENST00000428771.HES4.59;ENST00000484667.HES4.59,one2one,TRUE,TRUE,TRUE,Type match
HES4,canis_lupus_familiaris,ENSCAFG00845020212,HES4,ortholog_one2one,one2one,reg_1001,ENST00000304952.HES4.97;ENST00000428771.HES4.97;ENST00000484667.HES4.97,one2one,TRUE,TRUE,TRUE,Type match
HES4,gorilla_gorilla,ENSGGOG00000013399,HES4,ortholog_one2one,one2one,reg_8511,ENST00000304952.HES4.2;ENST00000428771.HES4.2;ENST00000484667.HES4.2,one2one,TRUE,TRUE,TRUE,Type match
HES4,macaca_mulatta,ENSMMUG00000001817,HES4,ortholog_one2one,one2one,reg_4342,ENST00000304952.HES4.2;ENST00000428771.HES4.2;ENST00000484667.HES4.2,one2one,TRUE,TRUE,TRUE,Type match
HES4,monodelphis_domestica,ENSMODG00000018647,HES4,ortholog_one2one,one2one,,,one2zero,TRUE,FALSE,FALSE,Ensembl only
HES4,mus_musculus,,,,,,,one2zero,FALSE,FALSE,,None
HES4,pan_troglodytes,ENSPTRG00000023647;ENSPTRG00000039445,HES4,ortholog_one2many,one2many,reg_2513,ENST00000304952.HES4.1;ENST00000428771.HES4.1;ENST00000484667.HES4.1,one2one,TRUE,TRUE,FALSE,Type mismatch
HES4,rattus_norvegicus,,,,,,,one2zero,FALSE,FALSE,,None
HES5,bos_taurus,ENSBTAG00000002483,HES5,ortholog_one2one,one2one,reg_16455,ENST00000378453.HES5.59,one2one,TRUE,TRUE,TRUE,Type match
HES5,canis_lupus_familiaris,ENSCAFG00845018404,HES5,ortholog_one2one,one2one,reg_942,ENST00000378453.HES5.97,one2one,TRUE,TRUE,TRUE,Type match
HES5,gorilla_gorilla,ENSGGOG00000010276,HES5,ortholog_one2one,one2one,reg_8647,ENST00000378453.HES5.2,one2one,TRUE,TRUE,TRUE,Type match
HES5,macaca_mulatta,ENSMMUG00000063558,HES5,ortholog_one2one,one2one,reg_4592,ENST00000378453.HES5.2,one2one,TRUE,TRUE,TRUE,Type match
HES5,monodelphis_domestica,ENSMODG00000008212,HES5,ortholog_one2one,one2one,reg_3167,ENST00000378453.HES5.372,one2one,TRUE,TRUE,TRUE,Type match
HES5,mus_musculus,ENSMUSG00000048001,Hes5,ortholog_one2one,one2one,reg_13418,ENST00000378453.HES5.5,one2one,TRUE,TRUE,TRUE,Type match
HES5,pan_troglodytes,ENSPTRG00000024233;ENSPTRG00000051233,HES5,ortholog_one2many,one2many,reg_3005,ENST00000378453.HES5.1,one2one,TRUE,TRUE,FALSE,Type mismatch
HES5,rattus_norvegicus,ENSRNOG00000013850,Hes5,ortholog_one2one,one2one,reg_12697,ENST00000378453.HES5.8,one2one,TRUE,TRUE,TRUE,Type match
HES6,bos_taurus,ENSBTAG00000054800,HES6,ortholog_one2one,one2one,reg_14972,ENST00000272937.HES6.88;ENST00000409002.HES6.88;ENST00000409182.HES6.88,one2one,TRUE,TRUE,TRUE,Type match
HES6,canis_lupus_familiaris,ENSCAFG00845029909,HES6,ortholog_one2one,one2one,reg_14685,ENST00000272937.HES6.62;ENST00000409002.HES6.62;ENST00000409182.HES6.62,one2one,TRUE,TRUE,TRUE,Type match
HES6,gorilla_gorilla,ENSGGOG00000037768,,ortholog_one2one,one2one,reg_4733,ENST00000272937.HES6.7;ENST00000409002.HES6.7;ENST00000409160.HES6.7;ENST00000409182.HES6.7,one2one,TRUE,TRUE,TRUE,Type match
HES6,macaca_mulatta,ENSMMUG00000039992,HES6,ortholog_one2one,one2one,reg_19506,ENST00000272937.HES6.8;ENST00000409002.HES6.8;ENST00000409160.HES6.8;ENST00000409182.HES6.8,one2one,TRUE,TRUE,TRUE,Type match
HES6,monodelphis_domestica,ENSMODG00000010642,HES6,ortholog_one2one,one2one,,,one2zero,TRUE,FALSE,FALSE,Ensembl only
HES6,mus_musculus,ENSMUSG00000067071,Hes6,ortholog_one2one,one2one,reg_9391,ENST00000272937.HES6.3;ENST00000409002.HES6.3;ENST00000409160.HES6.3;ENST00000409182.HES6.3,one2one,TRUE,TRUE,TRUE,Type match
HES6,pan_troglodytes,ENSPTRG00000043334,HES6,ortholog_one2one,one2one,reg_19173,ENST00000272937.HES6.10;ENST00000409002.HES6.10;ENST00000409160.HES6.10;ENST00000409182.HES6.10,one2one,TRUE,TRUE,TRUE,Type match
HES6,rattus_norvegicus,ENSRNOG00000020194,Hes6,ortholog_one2one,one2one,reg_10316,ENST00000272937.HES6.5;ENST00000409002.HES6.5;ENST00000409182.HES6.5,one2one,TRUE,TRUE,TRUE,Type match
HES7,bos_taurus,ENSBTAG00000012436,HES7,ortholog_one2one,one2one,reg_5492,ENST00000317814.HES7.42;ENST00000541682.HES7.42,one2one,TRUE,TRUE,TRUE,Type match
HES7,canis_lupus_familiaris,ENSCAFG00845027731,HES7,ortholog_one2one,one2one,reg_845,ENST00000317814.HES7.90;ENST00000541682.HES7.90,one2one,TRUE,TRUE,TRUE,Type match
HES7,gorilla_gorilla,ENSGGOG00000005760,HES7,ortholog_one2one,one2one,reg_16663,ENST00000317814.HES7.34;ENST00000541682.HES7.34,one2one,TRUE,TRUE,TRUE,Type match
HES7,macaca_mulatta,ENSMMUG00000019851,HES7,ortholog_one2one,one2one,reg_13849,ENST00000317814.HES7.23;ENST00000541682.HES7.23,one2one,TRUE,TRUE,TRUE,Type match
HES7,monodelphis_domestica,ENSMODG00000037945,HES7,ortholog_one2one,one2one,reg_6985,ENST00000317814.HES7.103;ENST00000541682.HES7.103,one2one,TRUE,TRUE,TRUE,Type match
HES7,mus_musculus,ENSMUSG00000023781,Hes7,ortholog_one2one,one2one,reg_12455,ENST00000317814.HES7.54;ENST00000541682.HES7.54,one2one,TRUE,TRUE,TRUE,Type match
HES7,pan_troglodytes,ENSPTRG00000008725,HES7,ortholog_one2one,one2one,reg_14224,ENST00000317814.HES7.28;ENST00000541682.HES7.28,one2one,TRUE,TRUE,TRUE,Type match
HES7,rattus_norvegicus,ENSRNOG00000007391,Hes7,ortholog_one2one,one2one,reg_7144,ENST00000317814.HES7.53;ENST00000541682.HES7.53,one2one,TRUE,TRUE,TRUE,Type match
HEY1,bos_taurus,ENSBTAG00000015717,HEY1,ortholog_one2one,one2one,reg_17987,ENST00000337919.HEY1.34;ENST00000354724.HEY1.34;ENST00000674358.HEY1.34;ENST00000674418.HEY1.34,one2one,TRUE,TRUE,TRUE,Type match
HEY1,canis_lupus_familiaris,ENSCAFG00845029695,HEY1,ortholog_one2one,one2one,reg_18293,ENST00000337919.HEY1.7;ENST00000354724.HEY1.7;ENST00000674358.HEY1.7;ENST00000674418.HEY1.7,one2one,TRUE,TRUE,TRUE,Type match
HEY1,gorilla_gorilla,ENSGGOG00000009960,HEY1,ortholog_one2one,one2one,reg_14367,ENST00000337919.HEY1.24;ENST00000354724.HEY1.24;ENST00000674358.HEY1.24;ENST00000674418.HEY1.24,one2one,TRUE,TRUE,TRUE,Type match
HEY1,macaca_mulatta,ENSMMUG00000002740,HEY1,ortholog_one2one,one2one,reg_8227,ENST00000337919.HEY1.5;ENST00000354724.HEY1.5;ENST00000674358.HEY1.5;ENST00000674418.HEY1.5,one2one,TRUE,TRUE,TRUE,Type match
HEY1,monodelphis_domestica,ENSMODG00000006648,HEY1,ortholog_one2one,one2one,reg_1016,ENST00000337919.HEY1.9;ENST00000354724.HEY1.9;ENST00000674358.HEY1.9;ENST00000674418.HEY1.9,one2one,TRUE,TRUE,TRUE,Type match
HEY1,mus_musculus,ENSMUSG00000040289,Hey1,ortholog_one2one,one2one,reg_6537,ENST00000337919.HEY1.86;ENST00000354724.HEY1.86;ENST00000674358.HEY1.86;ENST00000674418.HEY1.86,one2one,TRUE,TRUE,TRUE,Type match
